File.Number,Hospital.Name.x,Profile.Page,Discharges,X..of.Discharges,LOS,X..of.LOS,Avg..LOS,Charges,X..of.Charges,Avg.Charges,Discharges_0_24_female,Discharges_0_24_male,Discharges_25_54_female,Discharges_25_54_male,Discharges_55_female,Discharges_55_male,county.x,drop,Discharges_0_24_female_fw,Discharges_25_54_female_fw,Discharges_55_female_fw,Discharges_0_24_male_fw,Discharges_25_54_male_fw,Discharges_55_male_fw,Discharges_0_24_female_cw,Discharges_25_54_female_cw,Discharges_55_female_cw,Discharges_0_24_male_cw,Discharges_25_54_male_cw,Discharges_55_male_cw,WTP,prob,match,rpt_rec_num,Provider.CCN,Hospital.Name.y,Street.Address,City,State.Code,Zip.Code,County,Medicare.CBSA.Number,Rural.Versus.Urban,CCN.Facility.Type,Provider.Type,Type.of.Control,Fiscal.Year.Begin.Date,Fiscal.Year.End.Date,FTE...Employees.on.Payroll,Number.of.Interns.and.Residents..FTE.,Total.Days.Title.V,Total.Days.Title.XVIII,Total.Days.Title.XIX,Total.Days..V...XVIII...XIX...Unknown.,Number.of.Beds,Total.Bed.Days.Available,Total.Discharges.Title.V,Total.Discharges.Title.XVIII,Total.Discharges.Title.XIX,Total.Discharges..V...XVIII...XIX...Unknown.,Total.Days.Title.V...Total.for.all.Subproviders,Total.Days.Title.XVIII...Total.for.all.Subproviders,Total.Days.Title.XIX...Total.for.all.Subproviders,Total.Days..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Number.of.Beds...Total.for.all.Subproviders,Total.Bed.Days.Available...Total.for.all.Subproviders,Total.Discharges.Title.V...Total.for.all.Subproviders,Total.Discharges.Title.XVIII...Total.for.all.Subproviders,Total.Discharges.Title.XIX...Total.for.all.Subproviders,Total.Discharges..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Hospital.Total.Days.Title.V.For.Adults...Peds,Hospital.Total.Days.Title.XVIII.For.Adults...Peds,Hospital.Total.Days.Title.XIX.For.Adults...Peds,Hospital.Total.Days..V...XVIII...XIX...Unknown..For.Adults...Peds,Hospital.Number.of.Beds.For.Adults...Peds,Hospital.Total.Bed.Days.Available.For.Adults...Peds,Hospital.Total.Discharges.Title.V.For.Adults...Peds,Hospital.Total.Discharges.Title.XVIII.For.Adults...Peds,Hospital.Total.Discharges.Title.XIX.For.Adults...Peds,Hospital.Total.Discharges..V...XVIII...XIX...Unknown..For.Adults...Peds,Cost.of.Charity.Care,Total.Bad.Debt.Expense,Cost.of.Uncompensated.Care,Total.Unreimbursed.and.Uncompensated.Care,Total.Salaries.From.Worksheet.A,Overhead.Non.Salary.Costs,Depreciation.Cost,Total.Costs,Inpatient.Total.Charges,Outpatient.Total.Charges,Combined.Outpatient...Inpatient.Total.Charges,Wage.Related.Costs..Core.,Wage.Related.Costs..RHC.FQHC.,Total.Salaries..adjusted.,Contract.Labor,Wage.Related.Costs.for.Part...A.Teaching.Physicians,Wage.Related.Costs.for.Interns.and.Residents,Cash.on.Hand.and.in.Banks,Temporary.Investments,Notes.Receivable,Accounts.Receivable,Less..Allowances.for.Uncollectible.Notes.and.Accounts.Receivable,Inventory,Prepaid.Expenses,Other.Current.Assets,Total.Current.Assets,Land,Land.Improvements,Buildings,Leasehold.Improvements,Fixed.Equipment,Major.Movable.Equipment,Minor.Equipment.Depreciable,Health.Information.Technology.Designated.Assets,Total.Fixed.Assets,Investments,Other.Assets,Total.Other.Assets,Total.Assets,Accounts.Payable,Salaries..Wages..and.Fees.Payable,Payroll.Taxes.Payable,Notes.and.Loans.Payable..Short.Term.,Deferred.Income,Other.Current.Liabilities,Total.Current.Liabilities,Mortgage.Payable,Notes.Payable,Unsecured.Loans,Other.Long.Term.Liabilities,Total.Long.Term.Liabilities,Total.Liabilities,General.Fund.Balance,Total.Fund.Balances,Total.Liabilities.and.Fund.Balances,DRG.Amounts.Other.Than.Outlier.Payments,DRG.amounts.before.October.1,DRG.amounts.after.October.1,Outlier.payments.for.discharges,Disproportionate.Share.Adjustment,Allowable.DSH.Percentage,Managed.Care.Simulated.Payments,Total.IME.Payment,Inpatient.Revenue,Outpatient.Revenue,Gross.Revenue,Less.Contractual.Allowance.and.discounts.on.patients..accounts,Net.Patient.Revenue,Less.Total.Operating.Expense,Net.Income.from.Service.to.Patients,Total.Other.Income,Total.Income,Total.Other.Expenses,Net.Income,Cost.To.Charge.Ratio,Net.Revenue.from.Medicaid,Medicaid.Charges,Net.Revenue.from.Stand.Alone.SCHIP,Stand.Alone.SCHIP.Charges,Price,Wages,Beds,county.y,teach,short,long,nonprofit,profit,rural
100126,PALMS OF PASADENA HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9930,952,0.14790899867783,4899,0.180634199706428,5.14600840336134,134504697,0.340769302025355,141286.446428571,0,0,301,167,233,227,pinellas,0,0,0.316176470588235,0.244747899159664,0,0.175420168067227,0.238445378151261,0,0.0325405405405405,0.0444486837085082,0,0.0378170289855072,0.0441806150253017,0.0391246079166809,0.0383358082543155,1,690174,100126,PALMS OF PASADENA,1501 PASADENA AVE S,ST PETERSBURG,FL,33707,"",45300,U,STH,2,4,10/01/2017,09/30/2018,405.09,0.64,,12239,510,26964,167,60955,,2182,91,5017,,14777,553,30963,187,68255,,2381,95,5344,,10964,469,23804,149,54385,,2182,91,5017,3861035,5905691,4505777,6976601,30748302,67895152,4054507,78543505,619967226,358127504,978094730,8575146,,30847725,1973459,,,819,,,23132055,-10340023,2460534,264083,,15604195,12840000,176907,12343767,1959120,15395531,18010857,4075943,,40281971,,118165876,118165876,174052042,1995856,2134995,2444241,167110,,,6742202,,440174,163557689,49171,164047034,170789236,3262806,3262806,174052042,,,17065236,1219960,,,,,619967226,358341984,978309210,884217467,94091743,98622424,-4530681,351413,-4179268,,-4179268,0.080303,2001096,55688083,,,12.117606628457,5.99024514750526,5.11799381241676,"",0.001579895825619,0,1,0,1,FALSE
100127,MORTON PLANT HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9931,6643,1.03210029224457,22742,0.838535000964194,3.4234532590697,308077255,0.780517509780624,46376.2238446485,682,593,2100,789,1258,1221,pinellas,0,0.102664458828842,0.316122233930453,0.189372271564052,0.0892668974860756,0.118771639319585,0.183802498870992,0.22620232172471,0.227027027027027,0.23998473864937,0.226681957186544,0.17866847826087,0.237641105488517,0.255897305930076,0.225572657105952,1,683498,100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,CLEARWATER,FL,33756-3804,PINELLAS,45300,U,STH,5,2,01/01/2018,12/31/2018,2642.91,23.21,,41868,8600,124626,530,193409,,9111,502,24682,,57110,16350,165306,650,237209,,9111,502,24682,,36556,6212,103084,456,166399,,9111,502,24682,30879162,31625295,38451811,65500821,174802340,416300154,24472443,505758709,1520350570,1137259412,2657609982,35867029,,174802340,2887184,,11233,249756,,,219207060,-153473103,12320966,2729291,,773733194,26326203,15163348,482844075,5798065,143528129,79645894,1968460,,354768351,5905800,6745039,12650839,1141152384,15352700,12287476,,452283,,,28092459,,,,2212287,2212287,30304746,1110847638,1110847638,1141152384,,66393540,21609244,1378867,1482847,0.0674,62019800,1974606,1542654707,1229288298,2771943005,2123679862,648263143,591102494,57160649,8140718,65301367,,65301367,0.190306,24622893,264142886,41270,544746,11.6289848450827,6.21026157821805,6.27287700654617,pinellas,0.00878198652243171,0,0,1,0,FALSE
100128,TAMPA GENERAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9932,12116,1.88242166804684,64364,2.37320670134814,5.31231429514691,1138081876,2.88334441236819,93932.1455926048,1504,1301,3886,1931,1667,1827,hillsborough,0,0.124133377352261,0.320732915153516,0.137586662264774,0.107378672829317,0.159376031693628,0.150792340706504,0.206991467107074,0.224910290542887,0.24325113089158,0.200184643791353,0.25110533159948,0.245103300241481,0.26132233457176,0.229774227237314,1,694995,100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,TAMPA,FL,33606-3508,HILLSBOROUGH,45300,U,STH,5,2,10/01/2017,09/30/2018,6711.72,302.09,,67580,25334,275918,916,334340,,9862,4151,49181,,73549,25407,292423,975,355875,,10294,4151,50132,,51920,18811,197773,694,253310,,9862,4151,49181,41503101,53645942,81506575,108342554,454513565,806945463,54852301,1123388438,4518024093,2395877018,6913901111,106083913,,449166948,18841722,,,94629130,5137454,,309706006,-167102141,25726652,122025119,,520465308,46639635,7996827,563646551,13220511,20309246,448328162,,,509283265,767203092,44289320,811492412,1841240985,125021378,102928137,,,,45904265,346986545,357560745,19627433,,73924315,451112493,798099038,1043141947,1043141947,1841240985,,,108737335,14967901,6744433,0.2481,61028849,13141124,4518024092,2395877018,6913901110,5637947000,1275954110,1326768079,-50813969,157554242,106740273,3986453,102753820,0.162483,179784993,1271646706,,,11.8343850697484,7.62712679792814,6.82001636467413,hillsborough,0.0450093269683479,0,0,1,0,FALSE
100130,LAKESIDE MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9934,207,0.0321608852167131,649,0.0239296990425539,3.13526570048309,5113016,0.0129538888412534,24700.5603864734,0,0,64,46,0,47,palm beach,0,0,0.309178743961353,0,0,0.222222222222222,0.227053140096618,0,0.00403225806451613,0,0,0.00689241833982619,0.00592686002522068,0.00413587595794426,0.00412404918331598,1,684282,100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HIGHWAY,BELLE GLADE,FL,33430,PALM BEACH,48424,U,STH,1,11,10/01/2017,09/30/2018,281,15.02,,1779,661,8337,54,19710,,378,180,1981,,1779,661,8337,54,19710,,378,180,1981,,1453,528,6439,48,17520,,378,180,1981,716078,14053738,4945032,8345263,18634731,30190234,3586646,39023693,54873205,74941843,129815048,4738362,,18634731,148637,,215202,5841094,,,15703864,-13194472,785770,,397880,9534136,,,72373737,,,,,,38964563,,,,48498699,2131201,2359706,,,,2076847,6567754,,47353,,749897,797250,7365004,41133695,41133695,48498699,,,2693577,42229,80807,0.12,449140,271747,54873205,75608635,130481840,103227101,27254739,48824965,-21570226,16496955,-5073271,-858,-5072413,0.30061,9299620,48289872,,,11.0953875712571,7.08269054627179,3.98898404656427,palm beach,0.0534519572953737,1,0,0,0,FALSE
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9935,3311,0.51441879687216,14686,0.541497010999919,4.43551797040169,351245127,0.889883843741139,106084.302929629,158,106,846,766,646,789,miami-dade,0,0.0477197221383268,0.255511929930535,0.195107218363032,0.0320144971307762,0.231350045303534,0.238296587133796,0.0200050645733097,0.0366027776575953,0.0626211709965103,0.0137573004542505,0.0683196575098109,0.0644397255798759,0.0557973270338122,0.0541268805641323,1,699218,100131,AVENTURA HOSPITAL AND MED CTR,2801 NE 209TH ST AT BISCAYNE BLVD,MIAMI,FL,33180,MIAMI-DADE,33124,U,STH,5,4,01/01/2018,12/31/2018,1388.53,105.23,,27284,3883,93237,351,128115,,4784,531,17469,,30461,4270,109924,407,148555,,5178,601,20317,,22783,3066,77407,274,100010,,4784,531,17469,21968849,31598624,26505069,33813730,91942950,168367247,13493493,270151948,2067966527,767819182,2835785709,22078241,,98963887,2766329,,1604980,2230,,,65938711,-63651028,12934050,705879,,17996949,5289363,5507604,93854702,38872559,95793775,86855594,15162117,,140737438,,417537,417537,159151924,9364802,6574822,8018142,565957,,13714,24537437,,647807,-585998200,491191,-584859202,-560321765,719473689,719473689,159151924,,33406335,10490181,1924818,1715257,0.1563,49345451,6922656,2067966527,767819182,2835785709,2487055249,348730460,260190070,88540390,6932060,95472450,8,95472442,0.095265,16317499,309519743,,,11.8463716287624,5.77954481042069,5.86078622346587,miami-dade,0.0757851828912591,0,0,0,1,FALSE
100132,SOUTH FLORIDA BAPTIST HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9936,1376,0.213784435063755,4223,0.155708966189068,3.06904069767442,57616068,0.145971015999578,41872.1424418605,100,70,437,279,244,246,hillsborough,0,0.0726744186046512,0.317587209302326,0.177325581395349,0.0508720930232558,0.202761627906977,0.178779069767442,0.0137627305257363,0.0252922791989814,0.0356048445936086,0.0107708878288968,0.0362808842652796,0.0330024148108398,0.0296155088142675,0.0291508023581914,1,684283,100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N. ALEXANDER STREET,PLANT CITY,FL,33564-,HILLSBOROUGH,45300,U,STH,5,2,01/01/2018,12/31/2018,694.53,,,6664,2457,27339,147,53655,,1723,374,7317,,6664,2457,27339,147,53655,,1723,374,7317,,6000,1855,23928,122,44530,,1723,374,7317,10137719,17133829,13586150,22102034,45391883,81038025,4014275,112677425,313338852,347603387,660942239,10011074,,45391883,125128,,,1225,,,55747608,-42557958,4482871,1054029,,144318119,2754751,1680059,68418428,59922,41853258,6316320,615705,,42009619,8388606,2200650,10589256,196916994,2867201,2916169,,,,,5783370,,,,343261,343261,6126631,190790363,190790363,196916994,,8478474,2771408,60987,394590,0.1403,15719101,,318047916,354691069,672738985,533393698,139345287,126429908,12915379,1003753,13919132,,13919132,0.17048,11283091,114856080,76299,928300,11.4289122874577,5.98782563965152,4.99043258677874,hillsborough,0,0,0,1,0,FALSE
100134,ED FRASER MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9937,66,0.0102541952864882,200,0.00737432944300584,3.03030303030303,1441996,0.00365331457862289,21848.4242424242,0,0,0,0,0,0,baker,0,0,0,0,0,0,0,,,,,,,,,1,717525,100134,ED FRASER MEMORIAL HOSPITAL,159 NORTH 3RD STREET,MACCLENNY,FL,32063,BAKER,27260,R,STH,2,2,10/01/2017,09/30/2018,193.53,,,714,10,925,21,7665,,215,2,313,,2955,16295,23207,89,32485,,215,2,313,,714,10,925,21,7665,,215,2,313,1804328,5687979,4752170,4752170,17002383,14796781,2077877,24288188,13249573,51911741,65161314,2537915,42465,17002383,,204524,,4192689,584635,,7130396,-4807589,861133,,1515988,9477252,,191162,13349441,749285,439583,14196560,,,12290129,8331638,601083,8932721,30700102,803063,1144879,,584635,,4243942,6776519,,3190598,,755280,3945878,10722397,19977705,19977705,30700102,,,994739,73548,,,,,13592748,57380154,70972902,41646892,29326010,31799164,-2473154,1305277,-1167877,,-1167877,0.372739,4383088,11103586,,,12.3316055096421,8.20460632199024,3.04452243772342,baker,0,0,1,1,0,TRUE
100135,TALLAHASSEE MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9938,9475,1.47209848999206,37302,1.37538618441502,3.93688654353562,380886335,0.964980208304143,40199.0854881266,1637,1259,3153,965,1192,1269,leon,0,0.172770448548813,0.332770448548813,0.125804749340369,0.13287598944591,0.101846965699208,0.133931398416887,0.809995051954478,0.730368311327311,0.677657760090961,0.825573770491803,0.602372034956305,0.706570155902004,1.35568909007487,0.733921388318161,1,682885,100135,TALLAHASSEE MEMORIAL HOSPITAL,MAGNOLIA DRIVE & MICCOSUKEE ROAD,TALLAHASSEE,FL,32308-,LEON,45220,U,STH,1,2,10/01/2017,09/30/2018,3899.99,63.92,,28591,7039,130219,386,140890,,6430,1217,29878,,44315,8980,233046,475,173375,,6628,1236,31328,,25286,2993,99975,306,111690,,6430,1217,29878,24032560,94241027,47947904,80308058,270704054,437660982,27201223,620241128,1464810694,1260291510,2725102204,64013164,971953,267772112,16889850,48937,840705,306250434,1452193,184972448,,-93923842,10225266,,,439063751,,,446258459,,,,,,446258459,27300,171553176,171580476,1056902686,84578616,,,3246874,,9590069,99274343,386700855,,,37728834,424429689,523704032,533198654,533198654,1056902686,,,60863307,1135895,2177385,0.1431,47883575,4750503,1464810693,1462493377,2927304070,2186421816,740882254,704546594,36335660,16326277,52661937,2502021,50159916,0.227603,47062838,358732566,336228,2812755,11.4450801784537,,5.95583736946483,leon,0.0163897856148349,1,0,1,0,FALSE
100140,BAPTIST MEDICAL CENTER - NASSAU,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9942,862,0.133926005105346,2087,0.0769511277377659,2.42111368909513,23960555,0.0607043604097345,27796.4675174014,134,80,271,89,160,128,nassau,0,0.155452436194896,0.314385150812065,0.185614849187935,0.0928074245939675,0.103248259860789,0.148491879350348,1,1,1,1,1,1,0,1,1,684043,100140,BAPTIST MEDICAL CTR-NASSAU,1250 SOUTH 18TH STREET,FERNANDINA BEACH,FL,32034,NASSAU,27260,U,STH,1,1,10/01/2017,09/30/2018,411.16,,,5718,388,12556,54,19710,,1410,136,4122,,5718,388,12556,54,19710,,1410,136,4122,,5718,319,11683,54,19710,,1410,136,4122,3481008,3144145,5232628,5232628,20725966,42800156,3636198,56445588,132309529,195551415,327860944,4801797,,20725966,766,,,1000,,,14024000,-4880000,1434000,,628000,11207000,477000,1572000,60472000,422000,2362000,36502000,,,54334000,12372000,58700000,71072000,136613000,4915000,,,520000,,4520000,9955000,,,,2404000,2404000,12359000,124254000,124254000,136613000,,,9698102,48994,139168,0.0574,2562178,,132309057,195551000,327860057,246308000,81552057,66317122,15234935,1666684,16901619,-381,16902000,0.172163,7843620,28321952,,,11.2840036583669,,3.98898404656427,nassau,0,1,0,0,0,FALSE
100142,JACKSON HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9943,344,0.0534461087659387,1206,0.0444672065413252,3.50581395348837,3995253,0.0101220225508162,11614.1075581395,54,0,112,44,60,58,jackson,0,0.156976744186047,0.325581395348837,0.174418604651163,0,0.127906976744186,0.168604651162791,1,1,1,,1,1,,,1,715839,100142,JACKSON HOSPITAL  MARIANNA,4250 HOSPITAL DRIVE,MARIANNA,FL,32466,JACKSON,99910,R,STH,2,11,10/01/2017,09/30/2018,458.16,,,6729,656,13510,66,24090,,1246,83,2733,,6729,656,13510,66,24090,,1246,83,2733,,5834,160,10871,59,21535,,1246,83,2733,2045678,5480380,3757398,3757398,26081952,29818530,3217187,41382835,36181623,101183738,137365361,3248932,,26081952,185300,,,12655191,13624685,,19007043,-13465762,867134,697932,,36702099,782090,1206415,48200496,253697,4648101,28021423,,,37843161,,1020912,1020912,75566172,10526543,,,-943643,,,9582900,4533486,,,6437366,10970852,20553752,55012420,55012420,75566172,,,7344864,10266,218326,0.1189,,,36065886,119146960,155212846,95567949,59644897,55900482,3744415,2708373,6452788,,6452788,0.301261,7556149,23951611,,,10.9471527469786,,4.18965474202643,jackson,0,0,1,0,0,TRUE
100150,DEPOO HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9950,114,0.0177117918584797,974,0.0359129843874384,8.54385964912281,3893224,0.00986353082605257,34151.0877192982,0,0,0,47,0,0,monroe,0,0,0,0,0,0.412280701754386,0,0,0,0,0,0.358778625954198,0,0.183209514428231,0.147917503682871,1,711367,100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,KEY WEST,FL,33040,MONROE,99910,R,STH,2,4,10/01/2017,09/30/2018,318.8,,,4193,737,10960,99,36135,,902,371,2784,,6795,737,17717,120,43666,,1052,499,3461,,3606,562,8930,90,32850,,902,371,2784,4772929,26026671,8353666,9967702,26044792,44255814,6618254,55747733,190853402,224946740,415800142,3804797,,26044791,791756,,,-8081,,,39806751,-24686895,1847409,473529,1145459,18578172,,,25761499,7588692,1850593,8667585,5693749,,33336479,,4319705,4319705,56234356,2260723,1896202,249608,618700,,1723817,-79322813,,7414743,,,7414743,-71908070,128142426,128142426,56234356,,,7182737,241308,117797,0.0656,,,189994239,224946740,414940979,327925100,87015879,70300606,16715273,10033251,26748524,,26748524,0.134073,4437886,45202191,437,10430,11.6943340051684,6.30605065257116,4.59511985013459,monroe,0,0,1,0,1,TRUE
100151,MAYO CLINIC,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9951,5355,0.831988117562795,26577,0.97993776803383,4.96302521008403,399314532,1.01166827176468,74568.5400560224,154,124,1230,1042,1257,1548,duval,0,0.0287581699346405,0.2296918767507,0.234733893557423,0.023155929038282,0.194584500466853,0.289075630252101,0.0320366132723112,0.0861344537815126,0.216761510605277,0.0331019754404698,0.179965457685665,0.248275862068966,0.200859745421069,0.179142469051703,1,678693,100151,MAYO CLINIC FLORIDA,4500 SAN PABLO ROAD,JACKSONVILLE,FL,32224,DUVAL,27260,U,STH,1,2,01/01/2018,12/31/2018,1545.29,142.06,,31073,320,72919,277,100313,,6328,33,14727,,31073,320,72919,277,100313,,6328,33,14727,,27606,219,59730,223,80603,,6328,33,14727,1145745,14450430,15541612,15541612,105913740,209099821,22633824,480578009,984526317,786464622,1770990939,39388159,,128440840,671624,,2643472,8275,,,372193518,-244003727,10939022,245517,,271947266,35888,,274742679,30468773,,128399391,,,211546434,679675,26775240,27454915,510948615,6500567,1670703,,168286924,,11122711,307572255,,,,4356000,4356000,311928255,199020362,199020362,510948617,,57685057,17634801,8207553,,,14303157,9470568,979202395,794311238,1773513633,1113514606,659999027,525301053,134697974,11704451,146402425,-7437,146409862,0.271361,4488233,13387956,,,11.6987906964817,4.73131723117261,5.62401750618734,duval,0.0919309644144465,1,0,1,0,FALSE
100154,SOUTH MIAMI HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9954,8014,1.24510789433207,30247,1.11525671331299,3.77427002745196,353978390,0.896808599125419,44170.0012478163,1427,1386,3367,528,606,700,miami-dade,0,0.178063389069129,0.420139755428001,0.0756176690791115,0.172947342151235,0.0658847017718992,0.0873471425006239,0.1806786528235,0.145675593821659,0.0587436991081815,0.179883192731992,0.0470924009989297,0.0571708591963411,0.148827936773223,0.137025123275222,1,684044,100154,SOUTH MIAMI HOSPITAL,6200 SW 73RD STREET,MIAMI,FL,33143,MIAMI-DADE,33124,U,STH,5,2,10/01/2017,09/30/2018,2200.55,,,14806,13264,80997,436,159140,,2906,340,15532,,14806,13264,80997,436,159140,,2906,340,15532,,13287,1241,52201,346,126290,,2906,340,15532,10207633,62061218,24695758,56620584,156787734,301272438,30886453,413593599,1029960993,912419755,1942380748,34440342,,156787734,1044075,137136,,12245,335043,,117017250,-63145563,,,18129982,72348957,40517125,4599568,148174551,120042080,59776907,100731628,,25000,231397165,17314993,12894578,30209571,333955693,,26267807,,2096902,370723,46496483,75231915,,137491086,,34170204,171661290,246893205,87062488,87062488,333955693,,,25775003,2716586,1651533,0.2563,,,1030167495,916613802,1946781297,1458247644,488533653,458060172,30473481,7190357,37663838,9378,37654460,0.212931,23572150,261362282,,,11.7387855379784,7.43319698807168,6.07764224334903,miami-dade,0,0,0,1,0,FALSE
100156,LAKE CITY MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9955,730,0.11341761453237,2086,0.0769142560905509,2.85753424657534,40172976,0.10177872815699,55031.4739726027,0,0,183,140,203,173,columbia,0,0,0.250684931506849,0.278082191780822,0,0.191780821917808,0.236986301369863,0,0.497282608695652,0.712280701754386,,0.588235294117647,0.723849372384937,,,1,689556,100156,LAKE CITY MEDICAL CENTER,1050 N. COMMERCE BLVD,LAKE CITY,FL,32055-,COLUMBIA,99910,R,STH,2,4,11/01/2017,10/31/2018,345.18,,,13721,337,22216,91,33215,,3418,98,6083,,13721,337,22235,91,33215,,3418,98,6083,,12051,288,18538,73,26645,,3418,98,6083,5033744,10266928,6133885,9325138,22858427,52751908,4919075,61891463,312415376,418659362,731074738,6132427,,22962796,571116,,,10137,,,14947185,-15137408,2976029,342456,,2434126,2446326,2030214,18785721,4907050,25669689,22390323,6173711,,38715658,,11682140,11682140,52831924,1486303,2531476,3540876,68766,,4714,7632135,,167470,11766868,26965,11961303,19593438,33238486,33238486,52831924,,19745324,2053661,4519,,,,,308140276,418659362,726799638,626659051,100140587,75594185,24546402,930678,25477080,-34,25477114,0.084658,4992458,96703903,,,11.6909081220917,6.03105981548132,4.51085950651685,columbia,0,0,1,0,1,TRUE
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9959,2499,0.388261121529304,10009,0.369048316975227,4.00520208083233,226704542,0.574358741861021,90718.1040416167,182,169,679,518,405,546,seminole,0,0.0728291316526611,0.271708683473389,0.162064825930372,0.0676270508203281,0.207282913165266,0.218487394957983,0.126301179736294,0.168821481849826,0.239644970414201,0.145189003436426,0.243306716768436,0.301657458563536,0.251321891367368,0.220067069687189,1,716004,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W. SEMINOLE BLVD,SANFORD,FL,32771,SEMINOLE,36740,U,STH,4,4,06/01/2018,05/31/2019,807.65,,,14950,2635,51163,208,75920,,3176,388,11676,,17125,2699,55210,221,80665,,3333,396,11978,,12453,2130,41953,180,65700,,3176,388,11676,19331441,27023617,22290779,35125282,56803696,116318581,2169707,151580769,1005898700,601592093,1607490793,12943329,,56916458,2341036,,,7101,,,78032576,-45986273,6070053,1013565,,39140934,16738106,1855822,27634505,13366865,15528213,48241662,8047700,,62288255,,9412849,9412849,110842038,6266417,3460182,5684930,354241,,228255,15994025,,601505,-60433831,491712,-59340614,-43346589,154188627,154188627,110842038,,9304615,20148594,499735,725285,0.0985,,,1005898699,601592260,1607490959,1399895508,207595451,173143273,34452178,888994,35341172,,35341172,0.094297,12583667,239070739,,,11.8071134769746,5.66600483398218,5.33753807970132,seminole,0,0,0,0,1,FALSE
100166,DOCTORS HOSPITAL OF SARASOTA,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9963,1198,0.186129181109286,4177,0.154012870417177,3.48664440734558,106181182,0.26901132886361,88632.0383973289,0,0,263,195,385,338,sarasota,0,0,0.219532554257095,0.321368948247078,0,0.162771285475793,0.282136894824708,0,0.0804773561811506,0.186802523047065,0,0.165816326530612,0.155117026158788,0.161938901502593,0.148454302640987,1,679035,100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,SARASOTA,FL,34233-,SARASOTA,35840,U,STH,1,4,01/01/2018,12/31/2018,508.66,,,14927,721,29635,139,50735,,4024,104,7665,,18395,721,34767,155,56575,,4322,104,8167,,13541,638,26725,123,44895,,4024,104,7665,5614695,6319674,6505712,9036612,39236218,89371284,7340839,126513920,721609163,566427335,1288036498,9406758,,39902633,1377525,,,-122311,,,32921450,-12207514,6650798,567478,,27837302,10833924,1451173,44011494,6753149,20750674,35629990,8608372,,63453706,1770253,19060520,20830773,112121781,4285635,4003779,3426791,253818,,,11970023,,209970,-84100526,110377,-83780179,-71810156,183931937,183931937,112121781,,28714343,8934194,571748,,,16351639,,721609164,566427355,1288036519,1135651331,152385188,128511223,23873965,464595,24338560,,24338560,0.098222,2399606,50197571,,,11.9685278941292,6.19489229973049,4.93447393313069,sarasota,0,1,0,0,1,FALSE
