File.Number,Hospital.Name.x,Profile.Page,Discharges,X..of.Discharges,LOS,X..of.LOS,Avg..LOS,Charges,X..of.Charges,Avg.Charges,Discharges_0_24_female,Discharges_0_24_male,Discharges_25_54_female,Discharges_25_54_male,Discharges_55_female,Discharges_55_male,county.x,drop,Discharges_0_24_female_fw,Discharges_25_54_female_fw,Discharges_55_female_fw,Discharges_0_24_male_fw,Discharges_25_54_male_fw,Discharges_55_male_fw,Discharges_0_24_female_cw,Discharges_25_54_female_cw,Discharges_55_female_cw,Discharges_0_24_male_cw,Discharges_25_54_male_cw,Discharges_55_male_cw,WTP,prob,match,rpt_rec_num,Provider.CCN,Hospital.Name.y,Street.Address,City,State.Code,Zip.Code,County,Medicare.CBSA.Number,Rural.Versus.Urban,CCN.Facility.Type,Provider.Type,Type.of.Control,Fiscal.Year.Begin.Date,Fiscal.Year.End.Date,FTE...Employees.on.Payroll,Number.of.Interns.and.Residents..FTE.,Total.Days.Title.V,Total.Days.Title.XVIII,Total.Days.Title.XIX,Total.Days..V...XVIII...XIX...Unknown.,Number.of.Beds,Total.Bed.Days.Available,Total.Discharges.Title.V,Total.Discharges.Title.XVIII,Total.Discharges.Title.XIX,Total.Discharges..V...XVIII...XIX...Unknown.,Total.Days.Title.V...Total.for.all.Subproviders,Total.Days.Title.XVIII...Total.for.all.Subproviders,Total.Days.Title.XIX...Total.for.all.Subproviders,Total.Days..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Number.of.Beds...Total.for.all.Subproviders,Total.Bed.Days.Available...Total.for.all.Subproviders,Total.Discharges.Title.V...Total.for.all.Subproviders,Total.Discharges.Title.XVIII...Total.for.all.Subproviders,Total.Discharges.Title.XIX...Total.for.all.Subproviders,Total.Discharges..V...XVIII...XIX...Unknown....Total.for.all.Subproviders,Hospital.Total.Days.Title.V.For.Adults...Peds,Hospital.Total.Days.Title.XVIII.For.Adults...Peds,Hospital.Total.Days.Title.XIX.For.Adults...Peds,Hospital.Total.Days..V...XVIII...XIX...Unknown..For.Adults...Peds,Hospital.Number.of.Beds.For.Adults...Peds,Hospital.Total.Bed.Days.Available.For.Adults...Peds,Hospital.Total.Discharges.Title.V.For.Adults...Peds,Hospital.Total.Discharges.Title.XVIII.For.Adults...Peds,Hospital.Total.Discharges.Title.XIX.For.Adults...Peds,Hospital.Total.Discharges..V...XVIII...XIX...Unknown..For.Adults...Peds,Cost.of.Charity.Care,Total.Bad.Debt.Expense,Cost.of.Uncompensated.Care,Total.Unreimbursed.and.Uncompensated.Care,Total.Salaries.From.Worksheet.A,Overhead.Non.Salary.Costs,Depreciation.Cost,Total.Costs,Inpatient.Total.Charges,Outpatient.Total.Charges,Combined.Outpatient...Inpatient.Total.Charges,Wage.Related.Costs..Core.,Wage.Related.Costs..RHC.FQHC.,Total.Salaries..adjusted.,Contract.Labor,Wage.Related.Costs.for.Part...A.Teaching.Physicians,Wage.Related.Costs.for.Interns.and.Residents,Cash.on.Hand.and.in.Banks,Temporary.Investments,Notes.Receivable,Accounts.Receivable,Less..Allowances.for.Uncollectible.Notes.and.Accounts.Receivable,Inventory,Prepaid.Expenses,Other.Current.Assets,Total.Current.Assets,Land,Land.Improvements,Buildings,Leasehold.Improvements,Fixed.Equipment,Major.Movable.Equipment,Minor.Equipment.Depreciable,Health.Information.Technology.Designated.Assets,Total.Fixed.Assets,Investments,Other.Assets,Total.Other.Assets,Total.Assets,Accounts.Payable,Salaries..Wages..and.Fees.Payable,Payroll.Taxes.Payable,Notes.and.Loans.Payable..Short.Term.,Deferred.Income,Other.Current.Liabilities,Total.Current.Liabilities,Mortgage.Payable,Notes.Payable,Unsecured.Loans,Other.Long.Term.Liabilities,Total.Long.Term.Liabilities,Total.Liabilities,General.Fund.Balance,Total.Fund.Balances,Total.Liabilities.and.Fund.Balances,DRG.Amounts.Other.Than.Outlier.Payments,DRG.amounts.before.October.1,DRG.amounts.after.October.1,Outlier.payments.for.discharges,Disproportionate.Share.Adjustment,Allowable.DSH.Percentage,Managed.Care.Simulated.Payments,Total.IME.Payment,Inpatient.Revenue,Outpatient.Revenue,Gross.Revenue,Less.Contractual.Allowance.and.discounts.on.patients..accounts,Net.Patient.Revenue,Less.Total.Operating.Expense,Net.Income.from.Service.to.Patients,Total.Other.Income,Total.Income,Total.Other.Expenses,Net.Income,Cost.To.Charge.Ratio,Net.Revenue.from.Medicaid,Medicaid.Charges,Net.Revenue.from.Stand.Alone.SCHIP,Stand.Alone.SCHIP.Charges,Price,Wages,Beds,county.y,teach,short,long,nonprofit,profit,rural
100167,PLANTATION GENERAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9964,3194,0.496240905227931,10789,0.39780820180295,3.37789605510332,137689894,0.348839037749924,43108.9211020664,661,567,1445,241,152,128,broward,0,0.206950532247965,0.452410770194114,0.047589229805886,0.177520350657483,0.0754539762053851,0.0400751408891672,0.0766643470192531,0.0678149051999249,0.0178236397748593,0.0718267038256904,0.0258528212829865,0.0131093814010651,0.0648697818192425,0.0626208943196929,1,691658,100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND STREET,PLANTATION,FL,33317-,BROWARD,22744,U,STH,5,4,09/01/2018,08/31/2019,1712.57,14.19,,17256,10008,109586,574,209510,,3272,1415,21688,,20817,10824,128227,645,235425,,3715,1564,25435,,14563,5306,77506,462,168630,,3272,1415,21688,35761586,46490569,40717879,68153104,125792731,270688117,23059169,339128746,2381355236,1720715955,4102071191,31661093,,125900397,6480815,,,38493,,,134946722,-83532582,12421055,1149490,,65368500,80523314,11288037,84654204,47399002,80820324,78565600,18655273,,233411894,,13194541,13194541,311974935,10147992,10582395,13790083,296843,,632183,35449496,,738204,83534726,5526435,89799365,125248861,186726074,186726074,311974935,,2443230,26129509,1260559,2929420,0.4101,39359055,372646,2381355236,1720726879,4102082115,3686154977,415927138,396480848,19446290,4468732,23915022,-252050,24167072,0.082673,43743194,862156354,,,11.9908790574231,6.03082087203002,6.35262939631957,broward,0.00828579269752477,0,0,0,1,FALSE
100168,BOCA RATON REGIONAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9965,8111,1.2601784540713,26475,0.976176860017897,3.26408580939465,228671871,0.579342994048022,28192.8086549131,1357,1085,2966,612,949,1142,palm beach,0,0.167303661693996,0.365676242140303,0.117001602761682,0.13376895573912,0.0754530883984712,0.140796449266428,0.197698135198135,0.186869959677419,0.137675903090091,0.166641068960221,0.0916991309559485,0.144010088272383,0.183363412649498,0.167004321375112,1,691412,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS ROAD,BOCA RATON,FL,33486,PALM BEACH,48424,U,STH,1,2,07/01/2018,06/30/2019,623.47,64.64,,48137,741,90734,370,135050,,9899,185,19708,,58971,741,103187,370,135050,,9899,185,19708,,43084,555,74500,319,116435,,9899,185,19708,2780908,6931424,6054092,8014802,165290185,352958525,24483315,472823340,880549659,1401310558,2281860217,36957476,,165290185,7598918,182416,,-1449775,,,153948024,-92442945,10774372,5105536,149259356,230471019,15176314,1346013,215659191,,83468855,230375101,,,212100024,,307866646,307866646,750437689,31250161,18290760,836671,1300080,32727,23311474,75021873,,1325590,,69114105,70439695,145461568,604976121,604976121,750437689,,21685805,73336009,1939491,,,26458019,9335323,880549658,1416207804,2296757462,1763733702,533023760,518248710,14775050,9380709,24155759,-2,24155761,0.20721,3532524,24163933,1787,17872,11.6659842423854,6.83312664860097,5.91350300563827,palm beach,0.103677803262386,1,0,1,0,FALSE
100173,FLORIDA HOSPITAL TAMPA,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9969,5927,0.920857810045693,25302,0.932926417834668,4.26893875485068,368845148,0.934473713132849,62231.3392947528,813,724,2044,784,742,820,hillsborough,0,0.137168888139025,0.344862493673022,0.125189809347056,0.122152859794162,0.132276024970474,0.138349924076261,0.111890999174236,0.118300729251071,0.108273748723187,0.111401754116018,0.101950585175553,0.110008049369466,0.118817326272657,0.112013484682139,1,683501,100173,ADVENTHEALTH TAMPA - AMENDED,3100 E FLETCHER AVE,TAMPA,FL,33613-,HILLSBOROUGH,45300,U,STH,5,1,01/01/2018,12/31/2018,2579.23,7.22,,31598,4971,116953,506,184690,,5237,618,21845,,35750,5044,125736,536,195640,,5546,623,22447,,27974,3414,97272,420,153300,,5237,618,21845,18805604,30583292,24981153,51517755,169069774,332412134,40914442,424529837,1758541592,1257234302,3015775894,41030713,,169069774,7455145,,,143673476,358024,,209559740,-207478036,18793678,4151830,140012,267577154,12757926,8151008,392158964,30679395,20535267,205769471,,,425709360,17167113,19461442,36628555,729915069,20939586,16778516,253812,1384209,,6887299,63673329,,170545242,,16328010,186873252,250546581,479368488,479368488,729915069,,39105865,11652987,2340612,1607786,0.1267,46652276,,1751346294,1264729599,3016075893,2482868896,533206997,501481908,31725089,2091169,33816258,,33816258,0.14077,32928626,461808411,,,11.8083101962855,6.61669756252346,6.22653666928747,hillsborough,0.00279928505794365,0,0,0,0,FALSE
100175,DESOTO MEMORIAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9971,101,0.015692026120232,236,0.00870170874274689,2.33663366336634,2599439,0.00658571063646563,25737.0198019802,0,0,0,0,0,0,de soto,0,0,0,0,0,0,0,,,,,,,,,1,684048,100175,DESOTO MEMORIAL HOSPITAL,900 NORTH ROBERT ROAD,ARCADIA,FL,34266,DE SOTO,99910,R,STH,2,9,10/01/2017,09/30/2018,214.5,,,1489,626,3314,49,17885,,524,291,1181,,8413,753,12809,49,17885,,524,291,1181,,1197,328,2347,41,14965,,524,291,1181,1933230,6296785,4102749,4102749,13292257,21068469,1638871,31236415,28100112,90034786,118134898,2779433,,13292257,271948,,,4943331,,,2325150,,951590,531172,794746,10069328,,803850,27615739,,7327618,12030066,,,17164332,,,,27233660,1018900,1358223,,1084192,,642172,4103487,,16010070,,600000,16610070,20713557,6520103,6520103,27233660,,,3025594,36873,74808,0.0989,,,30983182,90368111,121351293,86601243,34750050,34362360,387690,1741793,2129483,,2129483,0.264413,3654590,20903699,,,11.5400833290125,7.04757096949867,3.89182029811063,de soto,0,0,1,0,0,TRUE
100176,PALM BEACH GARDENS MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9972,2059,0.319899819619383,7712,0.284354143322305,3.74550752792618,211047409,0.534691203082593,102499.955803788,44,41,437,453,471,613,palm beach,0,0.021369596891695,0.212238950947062,0.228751821272462,0.0199125789218067,0.220009713453133,0.297717338513842,0.00641025641025641,0.0275327620967742,0.0683301900478747,0.00629703578559361,0.0678753371291579,0.0773013871374527,0.0617953546870576,0.0596837514972642,1,676831,100176,PALM BEACH GARDENS,3360 BURNS ROAD,PALM BEACH GARDENS,FL,33410,PALM BEACH,48424,U,STH,1,4,01/01/2018,12/31/2018,677,,,21211,1656,47526,199,72635,,4512,173,10297,,21211,1656,47562,199,72635,,4512,173,10297,,16243,1233,35939,155,56575,,4512,173,10297,6944012,20525917,9480353,19257548,56484461,137519578,8541653,182794068,1116656753,600805413,1717462166,13545855,,56484461,1991621,,,1152579,,,93220911,-64602416,7090210,645803,,42903502,9194741,715631,102654632,7894108,6265148,67506573,,10544069,128214139,4240796,58344994,62585790,233703431,10144776,1554699,2309884,522624,,4758900,19290883,263647,,,98317,361964,19652847,214050584,214050584,233703431,,33587672,10440614,3600478,,,21612875,,1120324925,601543572,1721868497,1506210957,215657540,194006523,21651017,1656962,23307979,,23307979,0.106433,7063204,116632727,18289,269686,12.0270680039448,5.01718464606997,5.29330482472449,palm beach,0,1,0,0,1,FALSE
100177,CAPE CANAVERAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9973,1865,0.289758700140917,5987,0.22075055187638,3.21018766756032,64785665,0.164135278066152,34737.6219839142,216,135,509,247,320,438,brevard,0,0.115817694369973,0.272922252010724,0.171581769436997,0.0723860589812333,0.132439678284182,0.23485254691689,0.130988477865373,0.111500547645126,0.100219229564673,0.1036866359447,0.118635926993276,0.128558849427649,0.123611801381092,0.116207500965238,1,710880,100177,CAPE CANAVERAL HOSPITAL INC,701 WEST COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32933,BREVARD,37340,U,STH,2,2,10/01/2017,09/30/2018,542.37,,,11676,1111,30752,150,54750,,2679,510,7668,,68511,1111,174239,150,54750,,2679,510,7668,,10448,860,26093,138,50370,,2679,510,7668,10113445,3655725,12902109,17860354,58871977,74262392,9952393,142142824,305919314,365976951,671896265,14813755,,46541002,866789,,,94531240,21150786,,17029290,-2574986,3507814,441918,,134679381,71173,2463252,43855423,58474784,15337623,70288606,74481,,50709211,6113426,1093345,7206771,192595363,1513646,4722978,,972331,2495297,8570212,28957101,47786963,2306798,,,50093761,79050862,113544501,113544501,192595363,,,20734750,135076,266442,0.0514,,,305996031,365900233,671896264,533924837,137971427,133134369,4837058,9149269,13986327,,13986327,0.211555,5281887,56930638,19815,281656,11.3808034133581,6.42313898664555,5.01063529409626,brevard,0,0,1,1,0,FALSE
100179,MEMORIAL HOSPITAL JACKSONVILLE,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9974,3437,0.533994987873637,15048,0.554844547291759,4.37823683444865,375836861,0.952187303900401,109350.265056736,276,221,1188,677,527,548,duval,0,0.0803025894675589,0.345650276403841,0.153331393657259,0.06430026185627,0.196974105324411,0.15944137329066,0.0574162679425837,0.0831932773109244,0.0908777375409553,0.0589962626801922,0.11692573402418,0.0878909382518043,0.092450628763084,0.0881391333227512,1,688667,100179,MEMORIAL HOSPITAL OF JACKSONVILLE,3625 UNIVERSITY BLVD SOUTH,JACKSONVILLE,FL,32216-,DUVAL,27260,U,STH,1,4,01/01/2018,12/31/2018,1373.5,1.91,,30372,5489,103754,377,137605,,5362,790,19782,,32876,5984,118341,418,152570,,5636,810,21945,,27392,4033,88856,316,115340,,5362,790,19782,29512459,58045915,35162763,61538860,100042976,194472247,24145353,301152506,2367479404,1475537760,3843017164,22559076,,100664240,4124657,,,-45349,,,104808299,-48032771,14813516,794904,,73802286,14378235,4231592,158031432,35494016,87913147,103485127,22876502,,183859923,,189986,189986,257852195,10194923,8196245,11766660,933138,,,31090966,,2108910,-765357330,307621,-762940799,-731849833,989702028,989702028,257852195,,38149505,12379913,1063919,1825375,0.1445,33145945,75643,2246400282,1475537760,3721938042,3346754286,375183756,294508131,80675625,2600670,83276295,24,83276271,0.078364,33636193,768067149,,,12.0412157464789,5.92289207840237,5.93224518744801,duval,0.00139060793593011,1,0,0,1,FALSE
100180,ST PETERSBURG GENERAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9975,1068,0.16593152372681,3575,0.131816138793729,3.34737827715356,94504139,0.239427396989245,88487.0215355805,117,61,392,153,185,160,pinellas,0,0.109550561797753,0.367041198501873,0.173220973782772,0.0571161048689139,0.143258426966292,0.149812734082397,0.0388059701492537,0.0423783783783784,0.0352918733307898,0.0233180428134557,0.0346467391304348,0.0311405216037369,0.0375919924269672,0.0368796390947176,1,707448,100180,ST. PETERSBURG GENERAL,6500 38TH AVENUE,SAINT PETERSBURG,FL,33710,PINELLAS,45300,U,STH,5,4,05/01/2018,04/30/2019,458.46,32.8,,7203,1225,24048,168,61320,,1393,242,5482,,7203,1225,24161,168,61320,,1393,242,5482,,5877,952,19345,147,53655,,1393,242,5482,10496670,19442830,12103875,18772732,30226062,49246913,3655074,77191299,583762660,609283681,1193046341,8430148,,32259840,1316297,,536737,65186,,,-1295595,,2646192,505753,,1770941,1509394,788740,34037579,8673716,18451674,33684102,7255084,,21545040,,216214,216214,23532195,1797742,2113236,2209791,13166,,30819,6164754,,48051,-129072601,230978,-128793572,-122628818,146161013,146161013,23532195,,4588805,6877613,205528,622341,0.2171,9328172,1202002,583767914,607992960,1191760874,1095644205,96116669,79413663,16703006,1689785,18392791,12,18392779,0.064701,7087615,219647738,,,12.2894724995418,5.95450570303959,5.12396397940326,pinellas,0.0715438642411552,0,0,0,1,FALSE
100181,LARKIN COMMUNITY HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9976,571,0.0887143258876482,1956,0.0721209419525971,3.42556917688266,14484542,0.0366967650765158,25366.9737302977,86,114,93,101,94,83,miami-dade,0,0.15061295971979,0.162872154115587,0.164623467600701,0.199649737302977,0.176882661996497,0.145359019264448,0.0108888326158521,0.00402370960065764,0.0091120589375727,0.0147955872809864,0.00900820549411345,0.00677883044756615,0.00937794100485978,0.00932810292476738,1,684050,100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVENUE,MIAMI,FL,33143,MIAMI-DADE,33124,U,STH,1,4,01/01/2018,12/31/2018,914.43,263.67,,9257,635,25570,111,40515,,1265,74,4124,,9257,726,28998,121,44165,,1265,94,4630,,8658,635,24687,103,37595,,1265,74,4124,1884943,3471937,7372423,7372423,44839294,52531217,1740504,67574225,217619647,192835347,410454994,4263172,,46189010,,,1937115,166988,,,74023534,-116944364,1727873,1980457,,60960448,2485000,,24316876,1360544,19298313,18499384,1437463,,24977703,86049,,86049,86024200,9828614,2409902,,1785784,,29930624,43954924,21748157,4015702,,,25763859,69718783,18189955,18189955,87908738,,7231892,2183151,193983,765443,0.3252,5232348,8311478,217619647,194905762,412525409,309641121,102884288,97370511,5513777,2740622,8254399,,8254399,0.164632,321909,4980976,,,11.3974962123374,6.25478449365935,4.70953020131233,miami-dade,0.288343558282209,1,0,0,1,FALSE
100183,CORAL GABLES HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9977,1168,0.181468183251792,3955,0.14582736473544,3.3861301369863,79440557,0.201263626960146,68014.1755136986,0,0,296,260,316,244,miami-dade,0,0,0.253424657534247,0.270547945205479,0,0.222602739726027,0.208904109589041,0,0.0128066456106953,0.0306320279177976,0,0.0231894398858366,0.0199281280627246,0.0211114320762078,0.020858052688709,1,685397,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS ROAD,CORAL GABLES,FL,33134,DADE,33124,U,STH,1,4,01/01/2018,12/31/2018,500.9,,,8592,680,29292,245,89425,,1769,165,7861,,8592,680,29984,245,89425,,1769,165,7861,,7304,550,24793,229,83585,,1769,165,7861,5249610,12039079,6911287,13249202,37411690,74436774,4491526,104173476,617968532,501024856,1118993388,8780042,,37411690,,,,57759,,,53735358,-32135577,2283591,735265,,29158116,6490698,430947,72751047,798832,4132855,35457275,,10524993,60615367,,4516500,4516500,94289983,4696744,991537,1297464,1084170,,2117754,10187669,1106054,,,412072,1518126,11705795,82584188,82584188,94289983,,9519988,2662659,66420,951160,0.3123,21887442,,618070188,501109079,1119179267,1000144233,119035034,111856211,7178823,174659,7353482,,7353482,0.093096,5853157,114205300,10424,265214,11.866192352511,4.83734243964813,5.50125821054473,dade,0,1,0,0,1,FALSE
100187,PALMETTO GENERAL HOSPITAL,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9980,3635,0.564757573733102,11617,0.428337925696994,3.1958734525447,256796294,0.65059656518224,70645.4729023384,288,291,958,669,630,799,miami-dade,0,0.0792297111416781,0.263548830811554,0.173314993122421,0.0800550206327373,0.18404401650619,0.21980742778542,0.0364649278298303,0.0414485354562368,0.0610701822411788,0.0377676833225178,0.0596682126293257,0.0652564521398236,0.0542592138711986,0.0527461200411553,1,680668,100187,PALMETTO GENERAL HOSPITAL,2001 W. 68TH STREET,HIALEAH,FL,33016,DADE,33124,U,STH,1,4,01/01/2018,12/31/2018,1268,96.47,,12130,5613,77738,367,134032,,2811,692,19282,,12130,5613,78504,367,134032,,2811,692,19282,,10006,3862,58351,295,107752,,2811,692,19282,17600876,26961699,21373061,41678200,98705366,193330180,12308163,258276448,1530572521,827649679,2358222200,23241244,,98705366,921741,,1211755,-3939,,,130031439,-84737459,5823169,497330,,62201491,5678264,6136684,138659648,276872,19885544,105299129,,10293102,130603596,23195,101093115,101116310,293921397,12703241,2772338,4200651,2114876,,7695347,29486453,1186987,,,715603,1902590,31389043,262532354,262532354,293921397,,18670702,5352961,469584,2362728,0.3934,62019752,1736502,1536757847,823804224,2360562071,2041973204,318588867,292151960,26436907,2560713,28997620,,28997620,0.109522,28097840,425645269,1067199,12057672,11.7152382960806,4.96827426825624,5.90536184805457,dade,0.0760804416403786,1,0,0,1,FALSE
100189,NORTHWEST MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9981,3676,0.571127604138345,12618,0.465246444559238,3.43253536452666,295933947,0.749752289801437,80504.3381392818,447,373,1375,496,439,546,broward,0,0.121599564744287,0.3740478781284,0.119423286180631,0.101468988030468,0.134929270946681,0.148531011969532,0.0518441196938065,0.0645297540829735,0.0514774859287054,0.0472510767671649,0.053207466208968,0.0559197050389185,0.0585720899053704,0.0568686244600032,1,684284,100189,NORTHWEST MEDICAL CENTER,2801 NORTH STATE ROAD 7,MARGATE,FL,33063,"",22744,U,STH,1,4,01/01/2018,12/31/2018,851.55,6.41,,11901,3102,60740,228,83220,,2845,556,14230,,11901,3102,60992,228,83220,,2845,556,14230,,10478,1536,45821,193,70445,,2845,556,14230,12439026,23274904,15136266,23489173,58567626,132184613,9338980,181314960,1440138665,855629607,2295768272,14931458,,59145687,5556451,,88627,51460,,,55791957,-53839814,5697888,625496,,8239079,5503131,1982812,45474196,8240847,44902761,58855776,11718122,,113591150,455043,11196179,11651222,133481451,5421209,3923272,5205208,107460,,,14657149,,258242,-49937303,191816,-49487245,-34830096,168311547,168311547,133481451,,17896271,5533069,347844,910816,0.1555,33374034,387568,1440075465,855595571,2295671036,2057031931,238639105,190196815,48442290,682820,49125110,,49125110,0.078978,17212248,324124241,,,11.9911833370512,5.61932886639709,5.42934562895444,"",0.00752744994421937,1,0,0,1,FALSE
100191,MEDICAL CENTER OF TRINITY,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9982,2629,0.408458778911781,8958,0.330296215752231,3.40737923164701,232468322,0.588961349289873,88424.6184861164,265,237,798,488,404,437,pasco,0,0.100798782807151,0.303537466717383,0.153670597185242,0.0901483453784709,0.185621909471282,0.166222898440472,0.293791574279379,0.280788177339901,0.213983050847458,0.32027027027027,0.224884792626728,0.212859230394545,0.293982240558468,0.253723926124748,1,684285,100191,MEDICAL CENTER OF TRINITY,9330 SR 54,TRINITY,FL,34655,PASCO,45300,U,STH,1,4,07/01/2018,06/30/2019,1040.03,,,17393,2174,61641,245,88666,,3576,628,13759,,19878,2566,74639,307,108240,,3955,697,16439,,15182,1430,50033,199,71876,,3576,628,13759,18444171,28247424,21408272,40060162,75500548,169942844,17123436,211339070,1506604313,1127581725,2634186038,23700918,,75479858,2507452,,,6706,,,77308222,-49331607,5610620,812508,-6593,34405310,37940145,3481283,154573720,5886912,92232611,41867331,13040674,,247511991,,10057429,10057429,291974730,6469650,6362097,7240054,875576,,,20947377,,1509738,246833587,152354,248495679,269443056,22531674,22531674,291974730,,6971642,22523223,230039,623816,0.0846,,,1506538163,1127982926,2634521089,2383326532,251194557,245358467,5836090,663343,6499433,,6499433,0.080229,15399420,382822056,,,11.9845554130066,5.95845675844323,5.50125821054473,pasco,0,1,0,0,1,FALSE
100200,BROWARD HEALTH IMPERIAL POINT,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9987,1652,0.256665615352706,8016,0.295563124075674,4.85230024213075,45168926,0.114436028849274,27341.9648910412,117,168,395,441,234,297,broward,0,0.0708232445520581,0.23910411622276,0.141646489104116,0.101694915254237,0.266949152542373,0.179782082324455,0.0135699373695198,0.0185376384456542,0.0274390243902439,0.0212819863187231,0.0473074447543446,0.0304178615321589,0.03006091327686,0.0295416726869533,1,684286,100200,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HIGHWAY,FT. LAUDERDALE,FL,33308-,BROWARD,22744,U,STH,1,11,07/01/2018,06/30/2019,644.97,,,6017,1985,25598,129,47085,,1294,203,5477,,9493,2324,39315,174,63510,,1694,248,7508,,2898,1143,14079,72,26280,,1294,203,5477,1728745,64906536,16647949,23153388,45315767,75177839,1470624,115497619,243997614,268530568,512528182,9878330,,45099989,185635,,,1650,,,40100212,-27277232,3007511,,1150832,16982973,7600914,3043472,58069845,,4777372,59503863,,,42396977,5505868,1270897714,1276403582,1335783532,10180155,4237481,,,,1197476330,1211893966,20920133,306525,,16621189,37847847,1249741813,86041719,86041719,1335783532,,2645858,7564184,330876,224111,0.0878,,,243997616,268530566,512528182,413531109,98997073,120493606,-21496533,16594997,-4901536,,-4901536,0.225349,6640290,58086989,18892,165362,11.1311418590269,6.33575514917858,4.85981240436167,broward,0,1,0,0,0,FALSE
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9989,7080,1.09999549436874,22469,0.828469041274491,3.17358757062147,560190524,1.41924957360186,79122.9553672316,1191,829,2405,721,965,969,alachua,0,0.168220338983051,0.339689265536723,0.136299435028249,0.117090395480226,0.10183615819209,0.136864406779661,0.349062133645955,0.427479559189477,0.382026920031671,0.300036192544336,0.268029739776952,0.363465866466617,0.462640987658995,0.368171636929121,1,699149,100204,NORTH FLORIDA REGIONAL MED CTR,6500 NEWBERRY ROAD,GAINESVILLE,FL,32605,"",23540,U,STH,5,4,03/01/2018,02/28/2019,1620.47,100.71,,51516,4551,118860,381,139065,,11102,615,23841,,54771,5187,129134,414,151110,,11394,615,25396,,45271,2695,94371,321,117165,,11102,615,23841,19645598,37734111,23431486,41188811,105514386,290769422,20309073,348793967,2969747241,1727113539,4696860780,23790268,,106006643,16344362,,,61492,,,126683351,-56546947,16903817,2037040,,90406961,24716598,5604228,107944922,30505988,106712180,86869576,22839053,,195853309,-62280836,15508769,-46772067,239488203,14701101,9185298,11054775,291672,,1530444,36763290,,840386,-220897070,14877443,-205179241,-168415951,407904154,407904154,239488203,,61788266,44211480,841898,3397292,0.1282,38342126,14975538,2969747241,1727113539,4696860780,4181663526,515197254,395750247,119447007,6726080,126173087,,126173087,0.074261,23094840,520316440,,,12.1278132430658,5.89076776001723,5.9427993751267,"",0.0621486358895876,0,0,0,1,FALSE
100206,MEMORIAL HOSPITAL OF TAMPA,http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9990,1326,0.206016105301264,4208,0.155155891480843,3.17345399698341,118382358,0.299923158131613,89277.7963800905,63,49,485,276,252,201,hillsborough,0,0.0475113122171946,0.365761689291101,0.190045248868778,0.0369532428355958,0.208144796380091,0.15158371040724,0.00867052023121387,0.0280703785160319,0.0367722165474974,0.00753962148022773,0.035890767230169,0.0269653877112959,0.029978919864643,0.029504005326425,1,712305,100206,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVENUE,TAMPA,FL,33609,HILLSBOURGH,45300,U,STH,2,4,11/01/2017,10/31/2018,361.34,,,6871,449,16067,147,53655,,1432,95,4039,,10218,693,25567,183,66795,,1827,95,5479,,5823,425,13594,135,49275,,1432,95,4039,4558704,6999243,5427656,9539367,27205020,66860136,5943423,81036843,428357107,456490935,884848042,5859492,,27249007,2222599,,,-16855,,,25850931,-14922750,2847814,406168,,14137570,18430000,331200,19462465,1295760,14919808,24182958,6981624,,61786581,,-40005264,-40005264,35918887,2849829,2203598,2701346,157477,,,7912250,,364848,30601038,67434,31033320,38945570,-3026683,-3026683,35918887,,10126737,916734,185618,239919,0.0869,,,428366044,456481998,884848042,787053948,97794094,93982995,3811099,310524,4121623,,4121623,0.091583,3119127,65426133,,,11.9922486027362,5.99692415543614,4.99043258677874,hillsbourgh,0,0,1,0,1,FALSE
