town,town_n,state,agent,id_fe,id_cluster,first,n,corp,boat,tons,blt,dyear,dep_mo,arr_mo,ayear,sp,wh,bn,capown,owners,agt_shr,grounds,lost,cap,capexp,capleft,capdied,idle,crew,pacific,atlantic,dcapexp,vesselage,logvesselage,prob,ny,voyagelength,sp_relprice,bn_relprice,output_nb,output_wb,lprod_wb,prod_wb,crewtons,spvoy,ownrs2,logowners
newburgh,0,ny,nbwco,nbwco,nbwco,33,0,1,portland,292,30,37,6,4,39,230,2160,20000,,,,ind,0,cooknh,3,0,0,2,,0,FALSE,TRUE,7,2.07944154167984,0,TRUE,22,2.9167,0.5,89171.4915,99171.4915,2.73680961227107,15.4376543430884,,FALSE,,
newburgh,0,ny,nbwco,nbwco,nbwco,33,0,1,russell,389,25,34,8,1,38,1400,0,0,,,,pac,0,brock,0,0,0,,,1,FALSE,FALSE,9,2.30258509299405,0,TRUE,41,2.6875,0.625,118518.75,118518.75,2.00567504456596,7.43110853345037,,TRUE,,
newjersey,0,nj,jhstevens,jhstevens,jhstevens,34,0,0,jwells,366,22,41,7,5,44,650,1950,0,,,,np,0,russellu,4,0,0,,,1,FALSE,TRUE,19,2.99573227355399,0,FALSE,34,2.4472,1.0922,111531.42,111531.42,2.19306776589036,8.96266634522662,,FALSE,,
newjersey,0,nj,njwfc,jhstevens,njwfc,34,0,1,columbia,374,,36,9,,,,,,,,,pac,1,husseytr,0,0,0,,,1,FALSE,FALSE,,,0,FALSE,,0,0,,,,,,,,
newjersey,0,nj,njwfc,jhstevens,njwfc,34,0,1,jwells,366,22,37,5,4,39,300,1900,0,,,,pac,0,russellu,2,0,0,,,1,FALSE,TRUE,15,2.77258872223978,0,FALSE,23,2.9167,0.5,87412.815,87412.815,2.34026962627872,10.3840359942979,,FALSE,,
newjersey,0,nj,njwfc,jhstevens,njwfc,34,0,1,jwells,366,22,39,7,3,41,40,2400,0,,,,pac,0,russellu,3,0,0,3,,1,FALSE,TRUE,17,2.89037175789616,0,FALSE,20,2.9375,0.625,79301.25,79301.25,2.38264356346895,10.8335040983607,,FALSE,,
newport,14,ri,bus&clark,bus&clark,bus&clark,25,2,0,audlclarke,331,33,33,12,6,37,1700,0,0,0,17,,pac,0,paddackjjr,1,0,0,,23,1,FALSE,TRUE,0,0,0,FALSE,42,2.3571,0.5714,126222.705,126222.705,2.20601513208321,9.07946374622357,0.0694864048338369,TRUE,289,2.83321334405622
newport,14,ri,bus&clark,bus&clark,bus&clark,25,2,0,audlclarke,331,33,37,10,8,40,2350,0,0,,17,,pac,0,shermanj,1,0,0,4,23,1,FALSE,TRUE,4,1.6094379124341,0,FALSE,34,3.3333,0.6333,246747.5325,246747.5325,3.0876420572525,21.92531833126,0.0694864048338369,TRUE,289,2.83321334405622
newport,14,ri,bus&clark,bus&clark,bus&clark,25,2,0,audlclarke,331,33,40,11,8,44,1400,0,0,,17,,pac,0,griswoldh,0,0,0,3,24,1,FALSE,FALSE,7,2.07944154167984,0,FALSE,45,2.4472,1.0922,107921.52,107921.52,1.98037871014211,7.24548640483384,0.0725075528700906,TRUE,289,2.83321334405622
newport,14,ri,bus&clark,bus&clark,bus&clark,25,2,0,jcoggeshall,338,31,35,10,4,39,1500,850,11000,1,13,,pac,0,macysw,1,0,0,,22,1,FALSE,TRUE,4,1.6094379124341,0,FALSE,42,2.9167,0.5,164589.075,170089.075,2.48336203562959,11.9814789377289,0.0650887573964497,TRUE,169,2.56494935746154
newport,14,ri,bus&clark,bus&clark,bus&clark,25,2,0,jcoggeshall,338,31,39,10,10,42,1500,600,0,,13,,pac,0,macysw,2,0,0,6,25,1,FALSE,TRUE,8,2.19722457733622,0,FALSE,36,2.1471,0.6765,120350.475,120350.475,2.29159855608607,9.89073594674556,0.0739644970414201,TRUE,169,2.56494935746154
newport,14,ri,bush&lee,bush&lee,bush&lee,34,0,0,mechanic,334,34,34,9,7,38,1740,0,0,0,2,,pac,0,daggetth,1,1,0,,25,1,FALSE,TRUE,0,0,1,FALSE,46,2.6875,0.625,147301.875,147301.875,2.26045694202815,9.58746908357199,0.0748502994011976,TRUE,4,0.693147180559945
newport,14,ri,bush&lee,bush&lee,bush&lee,34,0,0,mechanic,334,34,38,7,1,42,2400,0,0,,2,,pac,0,pratts,0,0,0,0,,1,FALSE,FALSE,4,1.6094379124341,0,FALSE,42,2.1471,0.6765,162320.76,162320.76,2.44851904533808,11.5711976047904,,TRUE,4,0.693147180559945
newport,14,ri,bush&lee,bush&lee,bush&lee,34,0,0,mechanic,334,34,42,9,7,46,1200,200,2000,,2,,pac,0,pratts,1,0,0,8,25,1,FALSE,TRUE,8,2.19722457733622,0,FALSE,46,2.6037,1.0074,104719.86,106734.66,1.93831883106502,6.94706196303046,0.0748502994011976,TRUE,4,0.693147180559945
newport,14,ri,dev&clark,dev&clark,dev&clark,34,0,0,harvest,313,24,34,12,5,36,370,1130,14000,0,10,,ind,0,pickensa,4,0,0,,21,0,FALSE,TRUE,10,2.39789527279837,0,FALSE,17,2.0227,0.5682,59169.5685,67124.3685,2.53488588934931,12.6149912610412,0.0670926517571885,FALSE,100,2.30258509299405
newport,14,ri,dev&clark,dev&clark,dev&clark,34,0,0,harvest,313,24,36,7,3,37,82,812,0,,10,,ind,0,stackpolejh,0,0,0,2,22,0,FALSE,FALSE,12,2.56494935746154,0,FALSE,8,2.3571,0.5714,31666.3893,31666.3893,2.53736639070885,12.6463216054313,0.0702875399361022,FALSE,100,2.30258509299405
newport,14,ri,engs&bush,engs&bush,engs&bush,29,2,0,erie,374,28,32,4,6,35,200,1800,0,0,15,,pac,0,spoonerf,0,1,0,,24,1,FALSE,FALSE,4,1.6094379124341,1,FALSE,38,2.1538,0.5385,70268.94,70268.94,1.59824320225815,4.94433858710949,0.0641711229946524,FALSE,225,2.70805020110221
newport,14,ri,engs&bush,engs&bush,engs&bush,29,2,0,erie,374,28,35,9,7,38,300,2600,0,,15,,pac,0,dennisaw,1,0,0,3,23,1,FALSE,TRUE,7,2.07944154167984,0,FALSE,34,2.6875,0.625,107296.875,107296.875,2.13273848221245,8.43794235608682,0.0614973262032086,FALSE,225,2.70805020110221
newport,14,ri,engs&bush,engs&bush,engs&bush,29,2,0,erie,374,28,38,5,,,,,,,15,,atl,1,dennisaw,2,0,0,,25,0,TRUE,TRUE,10,2.39789527279837,0,FALSE,,0,0,,,,,0.0668449197860963,,225,2.70805020110221
newport,14,ri,ruggles,ruggles,ruggles,30,2,0,constitution,275,23,36,10,5,39,800,1000,0,0,5,,pac,0,giffordex,0,0,0,,21,1,FALSE,FALSE,13,2.63905732961526,0,FALSE,31,2.9167,0.5,105000.84,105000.84,2.51096532695594,12.3168140762463,0.0763636363636364,FALSE,25,1.6094379124341
newport,14,ri,ruggles,ruggles,ruggles,30,2,0,frederick,321,35,35,8,3,38,1400,600,0,0,9,,pac,0,dorninjb,0,0,0,,21,1,FALSE,FALSE,0,0,0,FALSE,31,2.6875,0.625,137418.75,137418.75,2.62535978472711,13.8095417545975,0.0654205607476636,TRUE,81,2.19722457733622
newport,14,ri,ruggles,ruggles,ruggles,30,2,0,georgechamp,361,23,39,10,5,43,1500,600,0,0,4,,pac,0,brownja,1,0,0,,23,1,FALSE,TRUE,16,2.83321334405622,0,FALSE,43,1.8529,0.9444,106449.525,106449.525,1.92534813409641,6.85753559234684,0.0637119113573407,TRUE,16,1.38629436111989
portland,0,me,chad&dav,chad&dav,chad&dav,34,0,0,science,388,27,34,1,5,38,2100,0,0,,,,pac,0,whippeya,1,0,0,,,1,FALSE,TRUE,7,2.07944154167984,0,FALSE,52,2.6875,0.625,177778.125,177778.125,2.17604250479218,8.81136622720064,,TRUE,,
portland,0,me,chad&dav,chad&dav,chad&dav,34,0,0,science,388,27,38,9,6,41,300,2800,0,,,,pac,0,whippeya,2,0,0,4,,1,FALSE,TRUE,11,2.484906649788,0,FALSE,33,2.9375,0.625,115959.375,115959.375,2.20348229214173,9.05649601686973,,FALSE,,
portsmouth,0,nh,cushing,cushing,cushing,33,0,0,plato,240,11,34,1,2,35,250,700,7000,0,,,atl,0,manterb,4,0,0,,,0,TRUE,TRUE,23,3.17805383034795,0,FALSE,13,2.1538,0.5385,39011.175,42780.675,2.61825348010951,13.7117548076923,,FALSE,,
portsmouth,0,nh,cushing,cushing,cushing,33,0,0,triton,344,16,33,1,3,34,400,1500,0,0,1,,atl,0,flandersr,1,0,0,,,0,TRUE,TRUE,17,2.89037175789616,0,FALSE,14,2.6363,0.7636,80467.38,80467.38,2.81590817690394,16.7083430232558,,FALSE,1,0
portsmouth,0,nh,cushing,cushing,cushing,33,0,0,triton,344,16,34,6,4,35,75,1400,0,0,,,atl,0,flandersd,3,0,0,3,,0,TRUE,TRUE,18,2.94443897916644,0,FALSE,10,2.1538,0.5385,49188.3525,49188.3525,2.66018538628126,14.2989396802326,,FALSE,,
portsmouth,0,nh,cushing,cushing,cushing,33,0,0,triton,344,16,35,7,4,37,170,1830,0,0,,,atl,0,ritchiew,3,0,0,3,,0,TRUE,TRUE,19,2.99573227355399,0,FALSE,21,2.3571,0.5714,70267.2705,70267.2705,2.274897305301,9.72692005813953,,FALSE,,
portsmouth,0,nh,kennard,kennard,kennard,33,2,0,annparry,350,25,39,8,6,42,472,2030,15000,,9,,ind,0,youngsj,0,0,0,,,0,FALSE,FALSE,14,2.70805020110221,0,FALSE,34,2.1471,0.6765,95868.0828,106015.5828,2.1870476907372,8.90887250420168,,FALSE,81,2.19722457733622
portsmouth,0,nh,kennard,kennard,kennard,33,2,0,annparry,351,25,42,9,5,45,2000,0,0,,9,,ind,0,dennettjjr,0,0,0,3,,0,FALSE,FALSE,17,2.89037175789616,0,FALSE,32,2.6667,1.0303,168002.1,168002.1,2.70520963204168,14.9574519230769,,TRUE,81,2.19722457733622
portsmouth,0,nh,ppc,kennard,ppc,33,0,1,annparry,348,25,33,1,9,36,1950,0,0,,,,pac,0,rayrjr,2,0,0,,,1,FALSE,TRUE,8,2.19722457733622,0,FALSE,44,2.0227,0.5682,124244.3475,124244.3475,2.09361333627356,8.11418152429467,,TRUE,,
portsmouth,0,nh,ppc,kennard,ppc,33,0,1,annparry,349,25,37,1,4,39,500,1250,0,,,,ind,0,swainc,0,0,0,4,,0,FALSE,FALSE,12,2.56494935746154,0,FALSE,27,2.9167,0.5,85313.025,85313.025,2.20317362998188,9.05370105062082,,FALSE,,
portsmouth,0,nh,pwc,pwc,pwc,32,0,1,pocaho,300,16,32,9,4,36,1050,0,0,,85,0.00999999977648258,pac,0,barnardcc,0,0,0,,22,1,FALSE,FALSE,16,2.83321334405622,0,FALSE,43,2.0227,0.5682,66900.8025,66900.8025,1.64598365121031,5.18610872093023,0.0733333333333333,TRUE,7225,4.44265125649032
portsmouth,0,nh,pwc,pwc,pwc,32,0,1,pocaho,300,16,36,8,5,38,1450,250,0,,85,0.00999999977648258,atl,0,manterb,5,0,0,4,,0,TRUE,TRUE,20,3.04452243772342,0,FALSE,21,2.6875,0.625,130626.5625,130626.5625,3.03179295097254,20.734375,,TRUE,7225,4.44265125649032
poughkeepsie,0,ny,duwco,duwco,duwco,32,0,1,elbe,341,26,38,6,5,40,850,1850,0,,,,atl,0,watermancc,0,0,0,,,0,TRUE,FALSE,12,2.56494935746154,0,TRUE,23,3.3333,0.6333,147524.1075,147524.1075,2.93437018887234,18.8096528751753,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,33,0,1,factor,333,22,41,7,6,44,700,1600,13000,,,,ind,0,howland,1,0,0,,,0,FALSE,TRUE,19,2.99573227355399,0,TRUE,35,2.4472,1.0922,104360.76,118559.36,2.31967849093483,10.1724032604033,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,newark,323,33,35,7,5,39,1800,0,0,,,,pac,0,whitfieldwh,0,0,0,,28,1,FALSE,FALSE,2,1.09861228866811,0,TRUE,46,2.9167,0.5,165376.89,165376.89,2.40968861021163,11.1304946829991,0.086687306501548,TRUE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,newark,323,33,39,7,6,41,600,2000,0,,,,pac,0,winslowbw,0,0,0,2,,1,FALSE,FALSE,6,1.94591014905531,0,TRUE,23,2.9375,0.625,118518.75,118518.75,2.76967991573691,15.9535267196123,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,newengland,375,29,36,12,4,39,280,1120,0,,,,pac,0,terryjjr,9,1,0,,,1,FALSE,TRUE,7,2.07944154167984,1,TRUE,28,2.9167,0.5,61005.294,61005.294,1.75958539012932,5.810028,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,newengland,375,29,39,12,5,43,1300,700,700,,,,pac,0,howland,0,0,0,8,,1,FALSE,FALSE,10,2.39789527279837,0,TRUE,41,1.8529,0.9444,97926.255,98587.335,1.85819999138996,6.4121843902439,,TRUE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,nptalmage,370,36,36,8,4,40,1250,1200,0,,,,pac,0,postf,1,0,0,,,1,FALSE,TRUE,0,0,0,TRUE,44,3.3333,0.6333,169048.6875,169048.6875,2.34024940457421,10.3838260135135,,TRUE,,
poughkeepsie,0,ny,duwco,duwco,duwco,34,0,1,nptalmage,370,36,40,10,3,43,120,2500,25000,,,,pac,0,coffin,,0,0,6,30,1,FALSE,,4,1.6094379124341,0,TRUE,29,1.8529,0.9444,85753.962,109363.962,2.32163786408538,10.192354333644,0.0810810810810811,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,32,0,1,vermont,292,31,37,7,10,38,200,2600,0,,,,atl,0,howland,,0,0,,,0,TRUE,,6,1.94591014905531,0,TRUE,15,2.6875,0.625,98831.25,98831.25,3.11636512590114,22.5642123287671,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,32,0,1,vermont,292,31,38,12,10,40,450,2100,0,,,,atl,0,kendrick,0,0,0,2,,0,TRUE,FALSE,7,2.07944154167984,0,TRUE,22,3.3333,0.6333,113399.5275,113399.5275,2.87087624797384,17.6524793742217,,FALSE,,
poughkeepsie,0,ny,duwco,duwco,duwco,32,0,1,vermont,292,31,40,12,7,43,350,2500,20000,,,,ind,0,almy,,0,0,2,,0,FALSE,,9,2.30258509299405,0,TRUE,31,1.8529,0.9444,99178.2225,118066.2225,2.56825994690339,13.0431089814406,,FALSE,,
poughkeepsie,0,ny,pwco,pwco,pwco,32,0,1,elbe,341,26,33,8,3,37,900,400,3000,,10,,pac,0,whippeyjb,2,0,0,,28,1,FALSE,TRUE,7,2.07944154167984,0,TRUE,43,2.3571,0.5714,79423.785,81137.985,1.7108239098541,5.53351872058924,0.0821114369501466,TRUE,100,2.30258509299405
poughkeepsie,0,ny,pwco,pwco,pwco,32,0,1,elbe,341,26,40,7,,,,,,,10,,pac,1,merrihewjr,0,0,0,,,1,FALSE,FALSE,14,2.70805020110221,0,TRUE,,0,0,,,,,,,100,2.30258509299405
poughkeepsie,0,ny,pwco,pwco,pwco,32,0,1,siroc,371,,33,4,,,,,,,10,,pac,1,swain,0,0,0,,,1,FALSE,FALSE,,,0,TRUE,,0,0,,,,,,,100,2.30258509299405
poughkeepsie,0,ny,pwco,pwco,pwco,32,0,1,vermont,292,31,32,12,2,35,500,0,0,1,10,,pac,0,nortonc,0,0,1,,,1,FALSE,FALSE,1,0.693147180559945,1,TRUE,26,2.1538,0.5385,33922.35,33922.35,1.49697902787666,4.46817044257113,,TRUE,100,2.30258509299405
poughkeepsie,0,ny,pwco,pwco,pwco,32,0,1,vermont,292,31,35,6,5,37,400,2500,0,,10,,pac,0,tophamwh,1,0,0,4,28,1,FALSE,TRUE,4,1.6094379124341,0,TRUE,23,2.3571,0.5714,108449.46,108449.46,2.78179151879208,16.1479243597379,0.0958904109589041,FALSE,100,2.30258509299405
poughkeepsie,0,ny,sherman,pwco,sherman,34,0,0,newengland,375,29,34,6,8,36,800,2000,0,0,5,,atl,0,terryjjr,8,0,0,,30,0,TRUE,TRUE,5,1.79175946922806,0,TRUE,26,2.0227,0.5682,113972.04,113972.04,2.45868587014492,11.68944,0.08,FALSE,25,1.6094379124341
providence,2,ri,amevt,amevt,amevt,33,0,0,brunswick,295,27,34,4,4,36,60,1440,0,0,69,,atl,0,stewarthn,1,0,0,,,0,TRUE,TRUE,7,2.07944154167984,0,FALSE,24,2.0227,0.5682,49182.903,49182.903,1.93827215540052,6.94673771186441,,FALSE,4761,4.23410650459726
providence,2,ri,amevt,amevt,amevt,33,0,0,brunswick,295,27,36,7,7,37,200,1700,0,,69,,atl,0,stewarthn,2,0,0,3,,0,TRUE,TRUE,9,2.30258509299405,0,FALSE,12,2.3571,0.5714,68399.73,68399.73,2.96124215010661,19.3219576271186,,FALSE,4761,4.23410650459726
providence,2,ri,amevt,amevt,amevt,33,0,0,brunswick,295,27,37,8,4,39,80,1320,0,,69,,atl,0,gardneri,2,0,0,1,,0,TRUE,TRUE,10,2.39789527279837,0,FALSE,20,2.9167,0.5,48930.084,48930.084,2.11544007112608,8.29323457627119,,FALSE,4761,4.23410650459726
providence,2,ri,amevt,amevt,amevt,33,0,0,brunswick,295,27,39,8,4,41,280,2500,0,,69,,atl,0,manchestera,0,0,0,4,,0,TRUE,FALSE,12,2.56494935746154,0,FALSE,20,2.9375,0.625,104658.75,104658.75,2.87575270652518,17.7387711864407,,FALSE,4761,4.23410650459726
providence,2,ri,amevt,amevt,amevt,33,0,0,brunswick,295,27,41,8,7,43,150,850,0,,69,,ind,0,champlingf,0,0,0,4,,0,FALSE,FALSE,14,2.70805020110221,0,FALSE,23,1.8529,0.9444,35529.9525,35529.9525,1.65566177984681,5.23654421518055,,FALSE,4761,4.23410650459726
providence,2,ri,amevt,amevt,amevt,33,0,0,envoy,391,26,33,12,1,38,2100,0,0,1,93,,pac,0,clarkjc,2,0,0,,,1,FALSE,TRUE,7,2.07944154167984,0,FALSE,49,2.6875,0.625,177778.125,177778.125,2.22776370490089,9.27909207161125,,TRUE,8649,4.53259949315326
providence,2,ri,amevt,amevt,amevt,33,0,0,envoy,391,26,38,6,3,41,1000,2500,0,,,,atl,0,peasejh,2,0,0,5,,0,TRUE,TRUE,12,2.56494935746154,0,FALSE,33,2.9375,0.625,171281.25,171281.25,2.58584709977668,13.2745291792606,,FALSE,,
providence,2,ri,amevt,amevt,amevt,33,0,0,envoy,391,26,41,6,2,44,300,3200,32000,,,,pac,0,fisherc,2,0,0,3,,1,FALSE,TRUE,15,2.77258872223978,0,FALSE,32,2.4472,1.0922,123926.04,158876.44,2.54143860939493,12.6979251918159,,FALSE,,
providence,2,ri,amevt,amevt,amevt,33,0,0,envoy,391,26,44,7,2,47,150,2850,56000,0,,,np,0,fisherc,3,0,0,5,,1,FALSE,TRUE,18,2.94443897916644,0,FALSE,31,2.7986,0.8611,102998.385,151219.985,2.52379614544852,12.4758670901741,,FALSE,,
providence,2,ri,carrington,carrington,carrington,41,0,0,lion,297,23,41,6,9,44,2200,0,0,1,24,,pac,0,howlandcf,2,0,0,,,1,FALSE,TRUE,18,2.94443897916644,0,FALSE,39,2.4472,1.0922,169590.96,169590.96,2.68385091410021,14.6413675213675,,TRUE,576,3.17805383034795
providence,2,ri,carrington,carrington,carrington,41,0,0,lion,297,23,45,8,7,49,2100,60,0,,24,,pac,0,howlandcf,3,0,0,11,,1,FALSE,TRUE,22,3.13549421592915,0,FALSE,47,2.7287,0.5842,182393.505,182393.505,2.57004200692298,13.0663733075435,,TRUE,576,3.17805383034795
providence,2,ri,npotter,npotter,npotter,41,0,0,cassander,299,25,41,11,7,44,400,1300,14000,0,5,,pac,0,Dennisaw,3,0,0,,,1,FALSE,TRUE,16,2.83321334405622,0,FALSE,32,2.4472,1.0922,71784.72,87075.52,2.20835159088929,9.10070234113712,,FALSE,25,1.6094379124341
providence,2,ri,npotter,npotter,npotter,41,0,0,cassander,299,25,44,10,8,47,200,1000,2500,1,5,,np,0,kinghf,0,0,0,3,,1,FALSE,FALSE,19,2.99573227355399,0,FALSE,34,2.7986,0.8611,49131.18,51283.93,1.61832862871668,5.04465178044462,,FALSE,25,1.6094379124341
providence,2,ri,npotter,npotter,npotter,41,0,0,cassander,299,25,47,11,,,,,,,5,,pac,1,winslowh,1,0,0,3,,1,FALSE,TRUE,22,3.13549421592915,0,FALSE,,0,0,,,,,,,25,1.6094379124341
providence,2,ri,pear&bull,pear&bull,pear&bull,42,0,0,hope,471,37,42,9,5,45,150,3450,30000,1,33,,ind,0,heathnb,1,0,0,,,0,FALSE,TRUE,5,1.79175946922806,0,FALSE,32,2.6667,1.0303,121275.1575,152184.1575,2.3122526321627,10.0971442078025,,FALSE,1089,3.49650756146648
providence,2,ri,pear&bull,pear&bull,pear&bull,42,0,0,richmond,342,31,44,10,4,47,110,3200,36654,0,29,,np,0,swiftea,0,0,0,,,1,FALSE,FALSE,13,2.63905732961526,0,FALSE,30,2.7986,0.8611,110497.149,142059.9084,2.62799601902886,13.8459949707602,,FALSE,841,3.36729582998647
providence,2,ri,pear&bull,pear&bull,pear&bull,42,0,0,richmond,342,31,47,7,2,50,159,3400,34000,,,,np,0,swiftea,1,0,0,3,,1,FALSE,TRUE,16,2.83321334405622,0,FALSE,31,2.4582,0.6599,119411.8947,141848.4947,2.59371688671895,13.3794090454631,,FALSE,,
providence,2,ri,pear&bull,pear&bull,pear&bull,42,0,0,samerica,605,32,43,11,3,46,270,5900,58000,1,5,,np,0,sowlenw,3,0,0,,,1,FALSE,TRUE,11,2.484906649788,0,FALSE,28,2.6037,1.0074,207994.4685,266423.6685,2.7554100912165,15.7274892857143,,FALSE,25,1.6094379124341
providence,2,ri,pear&bull,pear&bull,pear&bull,42,0,0,samerica,605,32,46,11,1,49,200,5300,48000,1,5,,np,0,sowlenw,4,0,0,8,,1,FALSE,TRUE,14,2.70805020110221,0,FALSE,26,2.7287,0.5842,184140.81,212182.41,2.60187661217714,13.489027972028,,FALSE,25,1.6094379124341
providence,2,ri,thofletch,thofletch,thofletch,39,0,0,bowditch,399,23,39,7,4,41,250,3100,27000,0,3,,pac,0,sowlenw,0,0,0,,,1,FALSE,FALSE,16,2.83321334405622,0,FALSE,21,2.9375,0.625,120782.8125,137657.8125,2.79904241061278,16.4289070891515,,FALSE,9,1.09861228866811
providence,2,ri,thofletch,thofletch,thofletch,39,0,0,bowditch,399,23,41,7,3,43,190,3010,36000,,3,,pac,0,sowlenw,1,0,0,3,,1,FALSE,TRUE,18,2.94443897916644,0,FALSE,20,1.8529,0.9444,105904.6065,139903.0065,2.86401096032905,17.531705075188,,FALSE,9,1.09861228866811
providence,2,ri,thofletch,thofletch,thofletch,39,0,0,bowditch,399,23,43,6,5,46,0,1600,14000,,3,,pac,0,sowlenw,2,0,1,3,,1,FALSE,TRUE,20,3.04452243772342,1,FALSE,35,2.6037,1.0074,50400,64503.6,1.53016683680053,4.61894736842105,,FALSE,9,1.09861228866811
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,camillus,345,14,36,7,4,37,0,2000,0,,,,atl,0,toppinged,5,0,0,,,0,TRUE,TRUE,22,3.13549421592915,0,TRUE,9,2.3571,0.5714,63000,63000,3.01012101100609,20.2898550724638,,FALSE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,camillus,345,14,38,8,6,39,0,1600,0,,,,atl,0,rogersa,1,0,0,,,0,TRUE,TRUE,24,3.2188758248682,0,TRUE,10,2.9167,0.5,50400,50400,2.68161694403405,14.6086956521739,,FALSE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,camillus,345,14,40,10,12,41,200,1400,11377,,,,atl,0,howeseh,1,0,0,,,0,TRUE,TRUE,26,3.29583686600433,0,TRUE,14,2.9375,0.625,62606.25,69716.875,2.66959592983707,14.434135610766,,FALSE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,franklin,391,19,33,8,5,37,2550,0,0,,,,pac,0,griffingcc,4,0,0,,,1,FALSE,TRUE,14,2.70805020110221,0,TRUE,45,2.3571,0.5714,189334.0575,189334.0575,2.37589818409612,10.7606739130435,,TRUE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,franklin,391,19,39,7,4,41,250,2800,20246,,,,pac,0,youngsd,0,0,0,,,1,FALSE,FALSE,20,3.04452243772342,0,TRUE,21,2.9375,0.625,111332.8125,123986.5625,2.71469847407078,15.1000563268786,,FALSE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,henry,333,18,35,7,4,36,0,2500,0,,,,atl,0,cartwrightmp,3,0,0,,,0,TRUE,TRUE,17,2.89037175789616,0,TRUE,9,2.0227,0.5682,78750,78750,3.26866648937122,26.2762762762763,,FALSE,,
sagharbor,102,ny,ctdering,ctdering,ctdering,28,8,0,henry,333,18,37,6,4,38,130,1620,0,,,,atl,0,cartwrightmp,5,0,0,,,0,TRUE,TRUE,19,2.99573227355399,0,TRUE,10,2.6875,0.625,62035.3125,62035.3125,2.92473147536864,18.629222972973,,FALSE,,
sagharbor,102,ny,emulford,emulford,emulford,33,1,0,danielwebster,397,33,37,8,4,39,280,2020,0,,,,atl,0,harlowsh,3,0,1,,,0,TRUE,TRUE,4,1.6094379124341,1,TRUE,20,2.9167,0.5,89355.294,89355.294,2.42070721473107,11.2538153652393,,FALSE,,
sagharbor,102,ny,emulford,emulford,emulford,33,1,0,danielwebster,397,33,39,5,4,41,400,2700,26271,,,,pac,0,bakerem,1,0,0,1,,1,FALSE,TRUE,6,1.94591014905531,0,TRUE,23,2.9375,0.625,122062.5,138481.875,2.71906423300344,15.1661236447268,,FALSE,,
sagharbor,102,ny,emulford,emulford,emulford,33,1,0,danielwebster,397,33,41,7,6,43,0,3300,33000,,,,np,0,bakerem,2,0,0,3,,1,FALSE,TRUE,8,2.19722457733622,0,TRUE,23,1.8529,0.9444,103950,135115.2,2.69445253025566,14.7974153980944,,FALSE,,
sagharbor,102,ny,emulford,emulford,emulford,33,1,0,danielwebster,397,33,43,8,4,45,25,3225,33000,,,,np,0,curryeh,2,0,0,2,,1,FALSE,TRUE,10,2.39789527279837,0,TRUE,20,2.6667,1.0303,103687.52625,137687.42625,2.85307281367015,17.3409856738035,,FALSE,,
sagharbor,102,ny,emulford,emulford,emulford,33,1,0,danielwebster,397,33,45,7,7,48,200,2450,15000,,,,np,0,curryeh,3,0,0,3,,1,FALSE,TRUE,12,2.56494935746154,0,TRUE,36,3.0303,0.7575,96265.89,107628.39,2.01898452034851,7.53067380352645,,FALSE,,
sagharbor,102,ny,luthercook,luthercook,luthercook,29,2,0,columbia,285,29,34,7,5,35,200,1600,1300,,,,atl,0,hedgesjw,1,0,0,,,0,TRUE,TRUE,5,1.79175946922806,0,TRUE,10,2.1538,0.5385,63968.94,64668.99,3.12196280330432,22.6908736842105,,FALSE,,
sagharbor,102,ny,luthercook,luthercook,luthercook,29,2,0,columbia,285,29,36,7,4,37,100,2100,0,,,,atl,0,hedgesjw,2,0,0,,,0,TRUE,TRUE,7,2.07944154167984,0,TRUE,9,2.3571,0.5714,73574.865,73574.865,3.35634498063274,28.6841578947369,,FALSE,,
sagharbor,102,ny,luthercook,luthercook,luthercook,29,2,0,columbia,285,29,39,7,4,41,60,2350,25207,,,,pac,0,edwardslb,1,0,0,,,1,FALSE,TRUE,10,2.39789527279837,0,TRUE,21,2.9375,0.625,79576.875,95331.25,2.76810132975617,15.9283625730994,,FALSE,,
sagharbor,102,ny,luthercook,luthercook,luthercook,29,2,0,columbia,285,29,43,6,4,45,250,2250,28000,,,,atl,0,edwardslb,2,0,0,,,0,TRUE,TRUE,14,2.70805020110221,0,TRUE,22,2.6667,1.0303,91875.2625,120723.6625,2.95772779815508,19.2541726475279,,FALSE,,
