"","Hospital.Name","Profile.Page","File.Number","Discharges","X..of.Discharges","LOS","X..of.LOS","Avg..LOS","Charges","X..of.Charges","Avg.Charges","Discharges_0_24_female","Discharges_0_24_male","Discharges_25_54_female","Discharges_25_54_male","Discharges_55_female","Discharges_55_male","county","drop","Discharges_0_24_female_fw","Discharges_25_54_female_fw","Discharges_55_female_fw","Discharges_0_24_male_fw","Discharges_25_54_male_fw","Discharges_55_male_fw","Discharges_0_24_female_cw","Discharges_25_54_female_cw","Discharges_55_female_cw","Discharges_0_24_male_cw","Discharges_25_54_male_cw","Discharges_55_male_cw"
"166","OAK HILL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10040",100264,2707,"0.4205773733412673874640909000",8876,"0.3272727406805989872833375900",3.27890653860362,238907477,"0.6052750275771304608977316700",88255.4403398596,306,192,810,376,531,492,"Hernando",0,0.113040265977096,0.299224233468785,0.196158108607314,0.0709272257111193,0.138899150350942,0.181751015884743,0.553345388788427,0.469293163383546,0.463350785340314,0.45933014354067,0.338738738738739,0.472168905950096
"167","ORANGE PARK MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10008",100226,3593,"0.5582321767326094285771993300",13888,"0.5120734365223252293139919400",3.86529362649596,355661477,"0.9010727207139605393956673500",98987.3300862789,560,377,1164,565,424,503,"Clay",0,0.155858613971611,0.323963261898135,0.118007236292792,0.104926245477317,0.157250208739215,0.13999443362093,0.793201133144476,0.680701754385965,0.541507024265645,0.774127310061602,0.653179190751445,0.559510567296997
"168","ORLANDO HEALTH SOUTH SEMINOLE HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10039",100263,2392,"0.3716368958375735466620263800",7641,"0.2817362563700379519864784300",3.19439799331104,104483248,"0.2647095922181965074049649800",43680.2876254181,265,250,693,483,361,340,"Seminole",0,0.110785953177258,0.289715719063545,0.150919732441472,0.104515050167224,0.201923076923077,0.142140468227425,0.183900069396253,0.172302337145699,0.213609467455621,0.214776632302405,0.226867073743542,0.187845303867403
"169","OSCEOLA REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9918",100110,5216,"0.8103921608230700749954555300",20594,"0.7593347027463108995170182900",3.94823619631902,545628671,"1.3823569401572058934482272200",104606.723734663,404,396,1605,1144,825,842,"Osceola",0,0.0774539877300613,0.307707055214724,0.15816717791411,0.075920245398773,0.219325153374233,0.161426380368098,0.279584775086505,0.301012753188297,0.360262008733624,0.325657894736842,0.375944791324351,0.343253159396657
"170","OVIEDO MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=367444",23960121,1151,"0.1788269511325447960735754000",3017,"0.1112417596477430311664972400",2.62119895742832,58500280,"0.1482111779627133794521062800",50825.6125108601,154,138,387,198,143,131,"Seminole",0,0.133796698523023,0.336229365768897,0.124239791485665,0.11989574283232,0.172024326672459,0.113814074717637,0.106870229007634,0.0962207856787668,0.0846153846153846,0.118556701030928,0.0930014091122593,0.0723756906077348
"171","PALM BAY HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10148",120007,1214,"0.1886150466332835642339883100",4324,"0.1594330025577861673065741000",3.56177924217463,58196251,"0.1474409167567016170119701900",47937.6037891269,0,0,256,175,409,322,"Brevard",0,0,0.210873146622735,0.336902800658979,0,0.144151565074135,0.265238879736409,0,0.056078860898138,0.128092702787347,0,0.0840537944284342,0.094511300264162
"172","PALM BEACH GARDENS MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9972",100176,2059,"0.3198998196193829149569867600",7712,"0.2843541433223050236513181100",3.74550752792618,211047409,"0.5346912030825930635374885400",102499.955803788,44,41,437,453,471,613,"Palm Beach",0,0.021369596891695,0.212238950947062,0.228751821272462,0.0199125789218067,0.220009713453133,0.297717338513842,0.00641025641025641,0.0275327620967742,0.0683301900478747,0.00629703578559361,0.0678753371291579,0.0773013871374527
"173","PALMETTO GENERAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9980",100187,3635,"0.5647575737331019406841412700",11617,"0.4283379256969939652175003200",3.1958734525447,256796294,"0.6505965651822395726570307600",70645.4729023384,288,291,958,669,630,799,"Miami-Dade",0,0.0792297111416781,0.263548830811554,0.173314993122421,0.0800550206327373,0.18404401650619,0.21980742778542,0.0364649278298303,0.0414485354562368,0.0610701822411788,0.0377676833225178,0.0596682126293257,0.0652564521398236
"174","PALMS OF PASADENA HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9930",100126,952,"0.1479089986778302744240171900",4899,"0.1806341997064279448739376800",5.14600840336134,134504697,"0.3407693020253550991730566300",141286.446428571,0,0,301,167,233,227,"Pinellas",0,0,0.316176470588235,0.244747899159664,0,0.175420168067227,0.238445378151261,0,0.0325405405405405,0.0444486837085082,0,0.0378170289855072,0.0441806150253017
"175","PALMS WEST HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10074",110006,4434,"0.6888954833377094924328699800",14523,"0.5354869325038687575840369400",3.27537212449256,252481468,"0.6396649005104782969809517100",56942.1443391971,818,629,1556,505,447,479,"Palm Beach",0,0.184483536310329,0.350924672981507,0.100811907983762,0.141858367162833,0.113892647722147,0.108028867839423,0.119172494172494,0.0980342741935484,0.0648483969244161,0.0966057441253264,0.0756667665567875,0.0604035308953342
"176","PARK ROYAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=308829",23960103,571,"0.0887143258876482003110439200",3576,"0.1318530104409443418798124400",6.26269702276708,5364980,"0.0135922427302296335418046100",9395.76182136602,71,63,188,139,63,47,"Lee",0,0.124343257443082,0.329246935201401,0.110332749562172,0.110332749562172,0.243432574430823,0.0823117338003503,0.0291341813705375,0.0347504621072089,0.0215605749486653,0.0297590930562116,0.0572959604286892,0.0145061728395062
"177","PARRISH MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9851",100028,1105,"0.1716800877510529970993056700",3862,"0.1423983015444426868959271900",3.49502262443439,33079971,"0.0838085128632272815375870300",29936.6253393665,153,112,321,119,180,220,"Brevard",0,0.138461538461538,0.290497737556561,0.16289592760181,0.101357466063348,0.107692307692308,0.199095022624434,0.0927835051546392,0.0703176341730559,0.0563733166301284,0.0860215053763441,0.0571565802113353,0.0645729380686821
"178","PHYSICIANS REGIONAL MEDICAL CENTER - COLLIER BOULEVARD","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=178823",23960057,671,"0.1042509854126303719942390100",2058,"0.0758818499685300491019726000",3.06706408345753,56545139,"0.1432578042234219196605399800",84269.9538002981,0,0,156,134,188,171,"Collier",0,0,0.232488822652757,0.280178837555887,0,0.199701937406855,0.254843517138599,0,0.061128526645768,0.120667522464698,0,0.10974610974611,0.0890625
"179","PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10162",23960025,1079,"0.1676405562745576324616749500",3654,"0.1347289989237166177932982800",3.38646895273401,115473224,"0.2925528314085379713271469100",107018.743280816,0,0,212,172,291,379,"Collier",0,0,0.196478220574606,0.269694161260426,0,0.159406858202039,0.351251158480074,0,0.0830721003134796,0.186777920410783,0,0.140868140868141,0.197395833333333
"180","PLANTATION GENERAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9964",100167,3194,"0.4962409052279305635612509500",10789,"0.3978082018029498055204967600",3.37789605510332,137689894,"0.3488390377499242938519660400",43108.9211020664,661,567,1445,241,152,128,"Broward",0,0.206950532247965,0.452410770194114,0.047589229805886,0.177520350657483,0.0754539762053851,0.0400751408891672,0.0766643470192531,0.0678149051999249,0.0178236397748593,0.0718267038256904,0.0258528212829865,0.0131093814010651
"181","POINCIANA MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=327537",23960111,577,"0.0896465254591471306120356300",1833,"0.0675857293451484839669172800",3.17677642980936,47800555,"0.1211032932461429046790250600",82843.2495667244,0,0,186,160,99,93,"Osceola",0,0,0.322357019064125,0.17157712305026,0,0.277296360485269,0.161178509532062,0,0.0348837209302326,0.0432314410480349,0,0.0525796910943148,0.0379127598858541
"182","PORT SAINT LUCIE HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10089",110022,186,"0.0288981867164668393307428500",2378,"0.0876807770773393861829401500",12.7849462365591,3584078,"0.0090803056376866203648930600",19269.2365591398,0,0,34,53,0,59,"St Lucie",0,0,0.182795698924731,0,0,0.28494623655914,0.317204301075269,0,0.0141725719049604,0,0,0.0435139573070608,0.0449695121951219
"183","PROMISE HOSPITAL OF FLORIDA AT THE VILLAGES","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=254284",23960086,274,"0.0425704470984511504119545300",9466,"0.3490270125374662025263715200",34.5474452554745,53993771,"0.1367938820559319160313956100",197057.558394161,0,0,0,48,61,151,"Sumter",0,0,0,0.222627737226277,0,0.175182481751825,0.551094890510949,NA,0,0.162234042553191,NA,0.228571428571429,0.321276595744681
"184","PROMISE HOSPITAL OF FORT MYERS","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=317825",23960107,379,"0.0588839395996824306793093600",9558,"0.3524192040812488869371497000",25.2189973614776,65761009,"0.1666063240706984002567231500",173511.897097625,0,0,0,0,145,180,"Lee",0,0,0,0.382585751978892,0,0,0.474934036939314,0,0,0.0496235455167693,0,0,0.0555555555555556
"185","PROMISE HOSPITAL OF MIAMI","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=263959",23960094,427,"0.066341536171673873087243000",12503,"0.4610062051295098172604292400",29.2810304449649,83676609,"0.2119957167352939854558393800",195963.955503513,0,0,0,0,212,196,"Miami-Dade",0,0,0,0.496487119437939,0,0,0.459016393442623,0,0,0.0205506010081427,0,0,0.0160078405749755
"186","PUTNAM COMMUNITY MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10014",100232,502,"0.0779940308154105018496393200",1648,"0.0607644746103680859669829100",3.28286852589641,25342650,"0.0642059150690690407938546800",50483.3665338645,0,0,131,112,97,139,"Putnam",0,0,0.260956175298805,0.193227091633466,0,0.223107569721116,0.276892430278884,NA,1,1,NA,1,1
"187","RAULERSON HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10030",100252,504,"0.0783047640059101452833032200",1586,"0.0584784324830362769075454500",3.1468253968254,31457872,"0.0796989051218260538837043100",62416.4126984127,0,0,146,93,133,115,"Okeechobee",0,0,0.28968253968254,0.263888888888889,0,0.18452380952381,0.228174603174603,NA,1,1,NA,1,1
"188","REGIONAL GENERAL HOSPITAL WILLISTON","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9941",100139,67,"0.0104095618817380550277407100",233,"0.0085910938011017985620795000",3.47761194029851,397490,"0.0010070457975312073924845800",5932.68656716418,0,0,0,0,0,0,"Levy",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"189","REGIONAL MEDICAL CENTER BAYONET POINT","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10034",100256,1847,"0.2869621014264207109886131800",7995,"0.2947888194841582811322987900",4.32864103952355,264972790,"0.6713118182334628163105077900",143461.174878181,0,59,371,438,421,530,"Pasco",0,0,0.200866269626421,0.227937195452084,0.0319436924742826,0.23714131023281,0.28695181375203,0,0.130541871921182,0.222987288135593,0.0797297297297297,0.20184331797235,0.25815879201169
"192","SACRED HEART HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9848",100025,6901,"1.0721848738190196678572926700",27378,"1.0094719574530688456335304900",3.96725112302565,244539766,"0.6195445009423251741066415100",35435.4102304014,1394,1115,2220,614,740,818,"Escambia",0,0.201999710186929,0.321692508332126,0.107230836110709,0.161570786842487,0.0889726126648312,0.118533545862918,0.622599374720858,0.560323069156991,0.439691027926322,0.657817109144543,0.38112973308504,0.412714429868819
"193","SACRED HEART HOSPITAL ON THE EMERALD COAST","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=143584",23960041,2004,"0.3113546568806427205312294600",5068,"0.1868655080857678760198236700",2.52894211576846,53123266,"0.1345884469456652333697065400",26508.6157684631,332,276,699,172,259,266,"Walton",0,0.165668662674651,0.348802395209581,0.129241516966068,0.137724550898204,0.0858283433133733,0.132734530938124,1,1,1,1,1,1
"194","SACRED HEART HOSPITAL ON THE GULF","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=238505",23960084,89,"0.0138276269772341327980436200",250,"0.0092179118037572945945059000",2.80898876404494,1304107,"0.0033039711033762617398950600",14652.8876404494,0,0,0,0,30,0,"Gulf",0,0,0,0.337078651685393,0,0,0,NA,NA,1,NA,NA,NA
"195","SANTA ROSA MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9928",100124,754,"0.1171464128183655744912909300",2137,"0.0787947100985173541938364600",2.8342175066313,37335751,"0.0945905837687025432970980100",49516.9111405836,93,47,279,122,124,89,"Santa Rosa",0,0.123342175066313,0.370026525198939,0.164456233421751,0.0623342175066313,0.161803713527851,0.118037135278515,1,0.63265306122449,0.394904458598726,1,0.448529411764706,0.320143884892086
"196","SARASOTA MEMORIAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9902",100087,8636,"1.3417459165774603465607273600",32001,"1.1799295825281487372751336500",3.70553496989347,446555533,"1.1313539280785891501282826000",51708.6073413617,1404,1182,2736,806,1197,1311,"Sarasota",0,0.162575266327003,0.316813339509032,0.138605836035201,0.136868920796665,0.0933302454840204,0.151806391848078,1,0.837209302325581,0.580786026200873,1,0.685374149659864,0.601652134006425
"203","SHANDS AT VISTA","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10152",120011,1322,"0.205394638920264309651839000",5630,"0.2075873738206142742682729400",4.25869894099849,16530164,"0.0418793735407221648740407200",12503.9062027231,373,280,247,307,56,59,"Alachua",0,0.2821482602118,0.186838124054463,0.0423600605143722,0.211800302571861,0.232223903177005,0.0446293494704992,0.109320046893318,0.0439033060789193,0.0221694378463975,0.101339124140427,0.114126394052045,0.0221305326331583
"204","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9911",100102,510,"0.0792369635774090755842949200",1947,"0.0717890971276618103020119800",3.81764705882353,21609254,"0.0547473104442487445492388300",42371.0862745098,58,0,185,98,82,66,"Columbia",0,0.113725490196078,0.362745098039216,0.16078431372549,0,0.192156862745098,0.129411764705882,1,0.502717391304348,0.287719298245614,NA,0.411764705882353,0.276150627615063
"205","SHANDS LIVE OAK REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9947",100146,97,"0.0150705597392327065326992300",294,"0.0108402642812185784431389400",3.03092783505155,2692348,"0.0068210967292046369990215300",27756.1649484536,0,0,0,0,32,0,"Suwannee",0,0,0,0.329896907216495,0,0,0,NA,NA,1,NA,NA,NA
"208","SOUTH BAY HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10036",100259,389,"0.0604376055521806478476288700",1238,"0.0456470992522061228319932300",3.18251928020566,30611829,"0.0775554447890360584222843200",78693.64781491,0,0,80,78,123,100,"Hillsborough",0,0,0.205655526992288,0.316195372750643,0,0.200514138817481,0.25706940874036,0,0.00463016552841764,0.0179483437910404,0,0.0101430429128739,0.0134156157767642
"209","SOUTH FLORIDA BAPTIST HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9936",100132,1376,"0.2137844350637546823607643400",4223,"0.1557089661890682202903937200",3.06904069767442,57616068,"0.1459710159995780453533275100",41872.1424418605,100,70,437,279,244,246,"Hillsborough",0,0.0726744186046512,0.317587209302326,0.177325581395349,0.0508720930232558,0.202761627906977,0.178779069767442,0.0137627305257363,0.0252922791989814,0.0356048445936086,0.0107708878288968,0.0362808842652796,0.0330024148108398
"210","SOUTH LAKE HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9869",100051,3061,"0.4755771480597042752226014900",8274,"0.3050760090571514218997673800",2.70303822280301,155623019,"0.3942728302172865760989408100",50840.5811826201,238,180,1003,551,526,563,"Lake",0,0.0777523685070238,0.327670695851029,0.171839268213002,0.0588043123162365,0.18000653381248,0.183926821300229,0.348462664714495,0.44997756841633,0.373845060412225,0.355029585798817,0.428793774319066,0.381178063642519
"211","SOUTH MIAMI HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9954",100154,8014,"1.2451078943320712386912539500",30247,"1.1152567133129875584000802300",3.77427002745196,353978390,"0.8968085991254189226088433000",44170.0012478163,1427,1386,3367,528,606,700,"Miami-Dade",0,0.178063389069129,0.420139755428001,0.0756176690791115,0.172947342151235,0.0658847017718992,0.0873471425006239,0.1806786528235,0.145675593821659,0.0587436991081815,0.179883192731992,0.0470924009989297,0.0571708591963411
"212","SOUTHERN WINDS HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10104",110040,364,"0.0565534406709351049268301000",2554,"0.0941701869871845215774723100",7.01648351648352,3891090,"0.0098581243108397840771411000",10689.8076923077,0,0,75,149,53,42,"Miami-Dade",0,0,0.206043956043956,0.145604395604396,0,0.409340659340659,0.115384615384615,0,0.00324492709730455,0.00513765025203567,0,0.0132893328576525,0.00343025155178046
"214","SPRINGBROOK HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10117",110054,1574,"0.2445470209232193822934906100",11007,"0.4058462208958261664069059100",6.99301143583227,16527855,"0.0418735236608597795112158800",10500.543202033,93,113,375,410,282,301,"Hernando",0,0.0590851334180432,0.238246505717916,0.179161372299873,0.0717916137229987,0.260482846251588,0.191232528589581,0.168173598553345,0.217265353418308,0.246073298429319,0.270334928229665,0.369369369369369,0.288867562380038
"215","ST ANTHONYS HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9882",100067,3637,"0.5650683069236015841178051700",13157,"0.4851202624081388999196566800",3.61754193016222,175879012,"0.4455916372953805010372181800",48358.2656035194,140,119,923,806,831,818,"Pinellas",0,0.0384932636788562,0.25378058839703,0.228485015122354,0.0327192741270278,0.221611218036844,0.224910640637888,0.0464344941956882,0.0997837837837838,0.15852727966425,0.0454892966360856,0.182518115942029,0.159205916699105
"216","ST CLOUD REGIONAL MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9889",100074,783,"0.1216520440806104042794175000",2329,"0.085874066363802956442417000",2.97445721583653,38269174,"0.0969554224048165894313784500",48875.0625798212,0,0,236,183,184,145,"Osceola",0,0,0.301404853128991,0.234993614303959,0,0.233716475095785,0.185185185185185,0,0.0442610652663166,0.0803493449781659,0,0.0601380216891226,0.0591112922951488
"217","ST JOSEPHS HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9890",100075,13564,"2.1073924979685817671085810500",53016,"1.9547872487519869208892998800",3.90858153936892,560722919,"1.4205984028739882832482110300",41339.0533028605,3020,2966,4741,1026,849,962,"Hillsborough",0,0.2226481863757,0.34952816278384,0.0625921557062813,0.218667059864347,0.0756414037157181,0.0709230315541138,0.415634461877236,0.27439518462785,0.12388734860645,0.456377904292968,0.133420026007802,0.129058223772471
"219","ST JOSEPHS HOSPITAL NORTH","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=291707",23960100,2569,"0.3991367831967919905412816800",7563,"0.2788602678872656760729925900",2.94394706111327,93983905,"0.2381093777599995725944509800",36583.8478007007,224,211,839,441,418,436,"Hillsborough",0,0.0871934604904632,0.32658622031919,0.162709225379525,0.082133125729856,0.171662125340599,0.169715842740366,0.0308285163776493,0.04855886097928,0.0609951845906902,0.0324665333128174,0.0573472041612484,0.0584920847866917
"220","ST JOSEPHS HOSPITAL SOUTH","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=314126",23960105,3204,"0.4977945711804287807295704600",8949,"0.3299643709272961173049333200",2.79307116104869,101177742,"0.2563350521643229729183058700",31578.5711610487,463,374,1143,483,357,384,"Hillsborough",0,0.144506866416979,0.356741573033708,0.111423220973783,0.116729088639201,0.150749063670412,0.119850187265918,0.0637214423341591,0.066153489987267,0.052093973442288,0.0575473149715341,0.0628088426527958,0.0515159645827743
"221","ST LUCIE MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10037",100260,2055,"0.3192783532383836280896589500",7427,"0.2738457238660217078135813800",3.61411192214112,188026875,"0.4763683974230185438269484500",91497.2627737226,124,128,535,346,486,436,"St Lucie",0,0.0603406326034063,0.260340632603406,0.236496350364963,0.062287104622871,0.168369829683698,0.212165450121654,0.144353899883586,0.223009587328053,0.386020651310564,0.167979002624672,0.284072249589491,0.332317073170732
"222","ST MARY'S MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9835",100010,5039,"0.7828922734638516311162002300",22802,"0.8407472997970953253756944300",4.52510418733876,442393676,"1.1208098122473082670749638000",87793.9424488986,1092,1162,1259,637,411,478,"Palm Beach",0,0.216709664615995,0.249851160944632,0.0815638023417345,0.230601309783687,0.126413971025997,0.094860091287954,0.159090909090909,0.0793220766129032,0.0596257072392282,0.178467209338043,0.0954450104884627,0.0602774274905422
"223","ST PETERSBURG GENERAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9975",100180,1068,"0.1659315237268095935765234900",3575,"0.1318161387937293127014344200",3.34737827715356,94504139,"0.2394273969892452143631038300",88487.0215355805,117,61,392,153,185,160,"Pinellas",0,0.109550561797753,0.367041198501873,0.173220973782772,0.0571161048689139,0.143258426966292,0.149812734082397,0.0388059701492537,0.0423783783783784,0.0352918733307898,0.0233180428134557,0.0346467391304348,0.0311405216037369
"224","ST VINCENT'S MEDICAL CENTER CLAY COUNTY","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=351114",23960117,1669,"0.2593068474719524453925259300",4562,"0.1682084545949631117605437200",2.73337327741162,62378704,"0.1580372128069715381478963800",37374.8975434392,146,110,546,300,282,285,"Clay",0,0.0874775314559617,0.327142001198322,0.168963451168364,0.0659077291791492,0.179748352306771,0.170760934691432,0.206798866855524,0.319298245614035,0.360153256704981,0.225872689938398,0.346820809248555,0.317018909899889
"225","ST VINCENT'S MEDICAL CENTER RIVERSIDE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9859",100040,5004,"0.7774544426301078710270819500",17354,"0.6398705657696163615722217900",3.46802557953637,264130153,"0.6691769870435101030256930100",52783.8035571543,563,363,1687,644,850,897,"Duval",0,0.112509992006395,0.337130295763389,0.16986410871303,0.0725419664268585,0.128697042366107,0.179256594724221,0.117120865404618,0.118137254901961,0.146576996033799,0.096903363587827,0.111226252158895,0.143865276663994
"226","ST VINCENT'S MEDICAL CENTER SOUTHSIDE","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=256120",23960088,3688,"0.5729920032813424916762346600",10573,"0.3898439260045035029908436600",2.86686550976139,149952760,"0.3799071593906909221249988000",40659.6420824295,531,432,1439,367,463,456,"Duval",0,0.143980477223427,0.390184381778742,0.125542299349241,0.117136659436009,0.0995119305856833,0.123644251626898,0.11046390680258,0.100770308123249,0.079841351957234,0.115323011211959,0.0633851468048359,0.0731355252606255
"227","STEWARD MELBOURNE HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=141039",23960034,540,"0.0838979614349037270892534500",1746,"0.0643778960374409454480292300",3.23333333333333,60951178,"0.1544205581510895427161523400",112872.551851852,0,0,114,95,172,154,"Brevard",0,0,0.211111111111111,0.318518518518519,0,0.175925925925926,0.285185185185185,0,0.0249726177437021,0.0538678358910116,0,0.0456292026897214,0.0452010566480775
"228","STEWARD ROCKLEDGE HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9906",100092,1414,"0.2196883656832479076003784700",5340,"0.1968945961282558125386461000",3.77652050919378,97390720,"0.2467405854097927254104396800",68876.0396039604,151,97,358,206,287,315,"Brevard",0,0.106789250353607,0.253182461103253,0.202970297029703,0.0685997171145686,0.145685997171146,0.222772277227723,0.0915706488781079,0.0784227820372399,0.0898841215158158,0.0745007680491551,0.0989433237271854,0.0924567067801585
"229","STEWARD SEBASTIAN RIVER MEDICAL CENTER","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9999",100217,764,"0.1187000787708637916596104300",2463,"0.0908148670906168663450721600",3.2238219895288,77814975,"0.1971451949954614329064948700",101852.061518325,0,0,188,121,242,193,"Indian River",0,0,0.246073298429319,0.316753926701571,0,0.158376963350785,0.25261780104712,0,0.224076281287247,0.337047353760446,0,0.300248138957816,0.261517615176152
"230","TALLAHASSEE MEMORIAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9938",100135,9475,"1.4720984899920607669827341100",37302,"1.3753861844150184118570368200",3.93688654353562,380886335,"0.9649802083041425742744662000",40199.0854881266,1637,1259,3153,965,1192,1269,"Leon",0,0.172770448548813,0.332770448548813,0.125804749340369,0.13287598944591,0.101846965699208,0.133931398416887,0.809995051954478,0.730368311327311,0.677657760090961,0.825573770491803,0.602372034956305,0.706570155902004
"231","TAMPA COMMUNITY HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10033",100255,732,"0.1137283477228694967209880100",2982,"0.1099512519952170099232664100",4.07377049180328,43295968,"0.1096908667499701483468156200",59147.4972677596,42,0,233,233,99,96,"Hillsborough",0,0.0573770491803279,0.318306010928962,0.135245901639344,0,0.318306010928962,0.131147540983607,0.00578034682080925,0.0134853571015164,0.014446227929374,0,0.0302990897269181,0.0128789911456936
"232","TAMPA GENERAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=9932",100128,12116,"1.8824216680468399211359162500",64364,"2.3732067013481380371231118500",5.31231429514691,1138081876,"2.8833444123681920998865812000",93932.1455926048,1504,1301,3886,1931,1667,1827,"Hillsborough",0,0.124133377352261,0.320732915153516,0.137586662264774,0.107378672829317,0.159376031693628,0.150792340706504,0.206991467107074,0.224910290542887,0.24325113089158,0.200184643791353,0.25110533159948,0.245103300241481
"233","THE VILLAGES REGIONAL HOSPITAL","http://www.floridahealthfinder.gov/facilitylocator/FacilityProfilePage.aspx?id=10169",23960032,978,"0.1519485301543256390616479100",4095,"0.1509893953455444854580067000",4.18711656441718,36738679,"0.0930778945226245210569270500",37565.1114519427,0,0,173,162,315,319,"Sumter",0,0,0.176891615541922,0.322085889570552,0,0.165644171779141,0.326175869120654,NA,1,0.837765957446808,NA,0.771428571428571,0.678723404255319
